CNTYVTD,VTDKEY,BlacklockR_18G_Sup Ct 2,KirklandD_18G_Sup Ct 2
"1572022",3482,1162,905
"1572023",3483,112,1051
"1572031",3484,75,1372
"1572033",3485,177,500
"1572034",3486,121,2031
"1572036",3487,29,558
"1572043",3488,94,313
"1572050",3489,78,1736
"1572051",3490,47,1287
"1572052",3491,52,1270
"1572055",3492,22,541
"1572056",3493,88,272
"1572059",3494,100,1213
"1572060",3495,353,1344
"1572061",3496,1195,1435
"1572066",3497,440,1818
"1572070",3498,307,472
"1572075",3499,73,984
"1572077",3500,131,993
"1572078",3501,77,256
"1572081",3502,195,526
"1572088",3503,393,1027
"1572089",3504,34,767
"1572090",3505,263,238
"1572091",3506,125,287
"1572092",3507,188,314
"1572093",3508,59,170
"1572096",3509,356,934
"1572099",3510,579,1274
"1572100",3511,400,911
"1572101",3512,384,1336
"1572106",3513,505,1647
"1572108",3514,728,2410
"1572112",3515,25,115
"1572115",3516,222,730
"1572116",3517,61,1186
"1572123",3518,38,937
"1572136",3519,67,122
"1572137",3520,79,175
"1572138A",3521,53,186
"1572138B",3522,0,2
"1572139A",3523,4,28
"1572139B",3524,0,3
"1572151",3525,506,991
"1572157",3526,797,1061
"1573004",3527,1592,952
"1573005",3528,1740,499
"1573006",3529,3088,1423
"1573009A",3530,1473,621
"1573009B",3531,0,0
"1573014",3532,2047,944
"1573019",3533,470,146
"1573032",3534,436,976
"1573038",3535,1815,1324
"1573041",3536,902,343
"1573053",3537,0,0
"1573057",3538,1615,1084
"1573063",3539,1545,496
"1573069",3540,151,139
"1573083",3541,804,1760
"1573095",3542,836,847
"1573098",3543,475,850
"1573104",3544,2057,874
"1573113",3545,417,2270
"1573122",3546,1734,785
"1573130",3547,1549,1112
"1573132",3548,1619,1203
"1573133",3549,1557,764
"1573142",3550,1366,1053
"1573143",3551,2919,2327
"1573144",3552,1662,991
"1573145",3553,805,637
"1573146",3554,1245,1062
"1573148",3555,2978,1557
"1573149",3556,2601,575
"1573150",3557,942,2295
"1573156",3558,1192,386
"1573159",3559,543,468
"1573160",3560,422,428
"1574011",3561,605,410
"1574020",3562,1302,648
"1574026",3563,971,938
"1574027",3564,0,0
"1574028",3565,721,786
"1574029",3566,863,396
"1574030",3567,1024,795
"1574035",3568,480,556
"1574039",3569,187,362
"1574042",3570,483,190
"1574044",3571,952,1336
"1574045",3572,471,603
"1574046",3573,924,1013
"1574047",3574,246,276
"1574049A",3575,657,1398
"1574049B",3576,0,0
"1574062",3577,999,1304
"1574064",3578,360,285
"1574065",3579,1322,1675
"1574071",3580,104,162
"1574079",3581,134,126
"1574080",3582,377,414
"1574082",3583,2118,1462
"1574084",3584,524,463
"1574086",3585,378,876
"1574102",3586,569,880
"1574105",3587,531,561
"1574107",3588,854,499
"1574110",3589,756,762
"1574111",3590,428,378
"1574117",3591,1038,1739
"1574119",3592,1346,774
"1574121",3593,168,243
"1574124",3594,817,1453
"1574125",3595,748,1487
"1574126",3596,744,1252
"1574127",3597,759,1008
"1574129",3598,1745,1991
"1574131",3599,681,502
"1574135",3600,1644,2369
"1574140",3601,1123,869
"1574147",3602,661,1682
"1574155",3603,349,976
"1574158",3604,352,952
"1590101",3605,534,103
"1590102",3606,265,32
"1590201",3607,310,39
"1590202",3608,376,132
"1590301",3609,402,68
"1590302",3610,337,76
"1590401",3611,629,104
"1590402",3612,399,73
"1610001",3613,1367,197
"1610002",3614,563,206
"1610003",3615,80,6
"1610004",3616,220,30
"1610005",3617,850,282
"1610006",3618,279,37
"1610007",3619,290,89
"1610008",3620,284,55
"1610009",3621,246,54
"1610010",3622,202,11
"1610011",3623,207,160
"1610012",3624,69,22
"1610013",3625,172,25
"1610014",3626,208,47
"1610015",3627,143,18
"1630001",3628,188,314
"1630002",3629,73,228
"1630003",3630,41,240
"1630004A",3631,295,267
"1630004B",3632,2,2
"1630005",3633,208,69
"1630006",3634,173,86
"1630008",3635,115,254
"1630009",3636,156,286
"1630010",3637,244,179
"1650002",3638,758,104
"1650003",3639,1138,96
"1650004",3640,452,84
"1650005",3641,119,14
"1650006",3642,82,22
"1650007",3643,97,73
"1650008",3644,377,69
"1650009",3645,275,28
"1670103",3646,502,149
"1670104",3647,483,121
"1670105",3648,86,91
"1670142",3649,657,589
"1670144",3650,843,421
"1670146",3651,898,641
"1670148",3652,1076,747
"1670150",3653,774,490
"1670151",3654,1208,416
"1670152",3655,2022,880
"1670159",3656,1221,761
"1670165",3657,1848,835
"1670166",3658,1120,565
"1670167",3659,2248,936
"1670168",3660,0,0
"1670169",3661,1,0
"1670170",3662,1196,525
"1670172",3663,223,66
"1670192",3664,211,108
"1670193",3665,1006,479
"1670197",3666,272,131
"1670218",3667,858,1009
"1670219",3668,622,618
"1670220",3669,1821,1155
"1670221",3670,975,374
"1670223",3671,760,883
"1670224",3672,924,911
"1670225A",3673,1427,400
"1670225B",3674,0,0
"1670226",3675,866,422
"1670227",3676,1345,331
"1670228",3677,1587,317
"1670232",3678,511,529
"1670258",3679,1038,193
"1670263",3680,2763,1272
"1670274",3681,424,128
"1670275",3682,192,77
"1670276",3683,709,554
"1670277",3684,1120,222
"1670278",3685,1233,277
"1670279",3686,562,118
"1670280",3687,147,111
"1670281",3688,84,30
"1670283",3689,1150,686
"1670301",3690,252,418
"1670306",3691,1013,1630
"1670309",3692,41,23
"1670311",3693,78,397
"1670312",3694,5,34
"1670314",3695,477,1490
"1670315",3696,634,1300
"1670316A",3697,322,768
"1670316B",3698,0,0
"1670330",3699,412,821
"1670331",3700,244,957
"1670334",3701,102,501
"1670336",3702,208,1731
"1670338",3703,632,1299
"1670340",3704,28,263
"1670341",3705,262,294
"1670343",3706,314,503
"1670345",3707,42,300
"1670347",3708,139,410
"1670389",3709,97,203
"1670391",3710,27,25
"1670394",3711,7,15
"1670398",3712,99,146
"1670399",3713,57,73
"1670401",3714,26,7
"1670439",3715,1284,620
"1670453",3716,1824,932
"1670454",3717,1517,918
"1670455",3718,669,387
"1670456",3719,1740,513
"1670457",3720,2076,653
"1670460",3721,2565,704
"1670461",3722,1781,530
"1670462",3723,2249,717
"1670464",3724,1222,531
"1670471",3725,809,554
"1670482",3726,102,9
"1670487",3727,2313,1115
"1670488",3728,1497,764
"1670490",3729,1863,891
"1671051",3730,153,181
"1671651",3731,0,0
"1672321",3732,0,0
"1672322",3733,0,0
"1672323",3734,234,34
"1672801",3735,0,0
"1673061",3736,0,3
"1673301",3737,0,0
"1673311",3738,74,113
"1674391",3739,12,2
"1690001",3740,262,32
"1690002",3741,353,40
"1690003",3742,198,39
"1690004",3743,125,46
"1690005",3744,58,15
"1690006",3745,69,15
"1710001",3746,1106,277
"1710002",3747,614,167
"1710003",3748,591,158
"1710004",3749,1356,338
"1710005",3750,1110,200
"1710006",3751,414,92
"1710007",3752,1387,307
"1710008",3753,201,43
"1710009",3754,126,19
"1710010",3755,467,122
"1710012",3756,1144,264
"1710013",3757,955,209
"1710015",3758,499,121
"1730001",3759,151,9
"1730002",3760,98,13
"1730003",3761,110,6
"1730004",3762,132,12
"1750011",3763,249,211
"1750012",3764,227,27
"1750021",3765,266,208
"1750022",3766,82,41
"1750031",3767,335,101
"1750032",3768,353,42
"1750041",3769,181,31
"1750042",3770,332,45
"1750043",3771,192,26
"1770001",3772,1000,309
"1770002",3773,493,258
"1770003",3774,500,190
"1770005",3775,279,72
"1770007",3776,211,41
"1770008",3777,160,34
"1770009",3778,280,231
"1770010",3779,210,56
"1770011",3780,130,17
"1770012",3781,72,24
"1770013",3782,159,32
"1770014",3783,50,13
"1770015",3784,183,19
"17704/6",3785,362,131
"1790001",3786,188,14
"1790002",3787,1071,125
"1790003",3788,79,0
"1790004",3789,367,45
"1790005",3790,1402,162
"1790006",3791,1432,147
"1790007",3792,730,130
"1810101",3793,899,800
"1810102",3794,357,751
"1810103",3795,263,48
"1810104",3796,487,96
"1810105",3797,2500,597
"1810106",3798,1149,272
"1810107",3799,943,142
"1810108",3800,715,123
"1810201",3801,1125,508
"1810202",3802,1141,460
"1810203",3803,229,213
"1810204",3804,466,128
"1810205A",3805,1747,409
"1810205B",3806,0,0
"1810206",3807,610,191
"1810207",3808,481,96
"1810208",3809,591,206
"1810209",3810,558,118
"1810210",3811,949,164
"1810301",3812,551,310
"1810302",3813,1855,941
"1810303",3814,453,85
"1810304",3815,1069,529
"1810305",3816,673,146
"1810306",3817,1843,293
"1810307",3818,951,148
"1810308",3819,557,75
"1810309",3820,424,90
"1810401",3821,347,366
"1810402",3822,902,377
"1810403",3823,1377,320
"1810404",3824,1632,384
"1810405",3825,156,92
"1810406",3826,1345,213
"1810407",3827,36,38
"1810408A",3828,585,195
"1810408B",3829,41,14
"1810409",3830,1841,671
"1830001",3831,694,260
"1830002",3832,1568,544
"1830003",3833,1413,500
"1830004",3834,1653,412
"1830005",3835,1601,429
"1830006",3836,1168,196
"1830007",3837,1347,317
"1830008",3838,1744,579
"1830009",3839,1789,612
"1830010",3840,1207,650
"1830011",3841,1737,545
"1830012",3842,2141,277
"1830013",3843,1042,328
"1830014",3844,1955,339
"1830015",3845,382,213
"1830016",3846,1729,338
"1830017",3847,163,189
"1830018",3848,835,979
"1830019",3849,224,1291
"1830020",3850,264,884
"1830021",3851,323,769
"1850001",3852,969,170
"1850002",3853,407,54
"1850003",3854,156,433
"1850004",3855,623,123
"1850005",3856,606,193
"1850006",3857,619,338
"1850007",3858,469,112
"1850008",3859,234,55
"1850009",3860,183,42
"1850010",3861,765,104
"1850011",3862,136,20
"1850012",3863,377,127
"1850014",3864,704,186
"1850015",3865,247,45
"1870101",3866,263,94
"1870102A",3867,406,167
"1870102B",3868,6,2
"1870103",3869,327,121
"1870104",3870,275,225
"1870105",3871,1160,328
"1870106",3872,1306,552
"1870107",3873,565,130
"1870108",3874,268,158
"1870109",3875,251,54
"1870110",3876,84,60
"1870111",3877,32,28
"1870112",3878,68,139
"1870113",3879,393,184
"1870114",3880,289,154
"1870115",3881,146,25
"1870116",3882,982,325
"1870117",3883,1784,704
"1870118",3884,23,20
"1870119",3885,831,253
"1870120",3886,547,153
"1870121",3887,59,26
"1870122",3888,20,7
"1870123",3889,0,1
"1870124",3890,0,1
"1870125",3891,88,19
"1870126",3892,12,2
"1870127",3893,9,5
"1870201",3894,121,86
"1870202",3895,128,308
"1870203",3896,46,127
"1870204",3897,252,358
"1870205",3898,477,171
"1870206",3899,363,579
"1870207",3900,149,247
"1870208",3901,1440,408
"1870209",3902,87,223
"1870210",3903,259,205
"1870211",3904,43,36
"1870212",3905,31,52
"1870213",3906,840,367
"1870214",3907,276,92
"1870215",3908,377,148
"1870216",3909,29,7
"1870217",3910,28,36
"1870218",3911,14,24
"1870219",3912,27,22
"1870220",3913,19,22
"1870221",3914,11,5
"1870222",3915,0,0
"1870223",3916,76,80
"1870224",3917,10,49
"1870225",3918,0,9
"1870226",3919,99,57
"1870301",3920,1012,699
"1870302",3921,1252,1019
"1870303",3922,525,269
"1870304",3923,1438,858
"1870305",3924,1357,989
"1870306",3925,1485,894
"1870307",3926,1446,1051
"1870308",3927,821,433
"1870401",3928,649,207
"1870402",3929,525,372
"1870403",3930,759,521
"1870404",3931,960,665
"1870405",3932,896,197
"1870406",3933,1002,184
"1870407",3934,850,202
"1870408",3935,1578,720
"1870409",3936,1232,1360
"1870410",3937,55,26
"1870411",3938,1190,761
"1890101",3939,128,44
"1890102",3940,33,16
"1890103",3941,69,84
"1890104",3942,123,92
"1890105",3943,51,29
"1890110",3944,192,23
"1890111",3945,222,77
"1890112",3946,306,38
"1890202",3947,32,55
"1890203",3948,58,80
"1890204",3949,139,118
"1890205",3950,15,31
"1890206",3951,9,13
"1890213",3952,89,28
"1890214",3953,304,145
"1890215",3954,123,40
"1890304",3955,338,114
"1890305",3956,536,86
"1890306",3957,13,19
"1890307",3958,110,51
"1890308",3959,21,8
"1890316",3960,368,164
"1890317",3961,63,18
"1890318",3962,468,85
"1890406",3963,148,111
"1890407",3964,578,133
"1890408",3965,310,72
"1890409",3966,248,98
"1890419",3967,104,9
"1890420",3968,202,26
"1910101",3969,126,46
"1910201",3970,39,8
"1910202",3971,180,34
"1910301",3972,54,13
"1910302",3973,127,25
"1910401",3974,148,20
"1910402",3975,86,19
"1930001",3976,441,80
"1930004",3977,54,12
"1930005",3978,78,16
"1930007",3979,663,155
"1930009",3980,113,19
"1930012",3981,119,10
"1930014",3982,108,13
"1930015",3983,99,4
"1930017",3984,86,10
"1930022",3985,552,112
"1930023",3986,449,76
"1950001",3987,327,38
"1950002",3988,25,4
"1950003",3989,154,5
"1950004",3990,307,20
"1950005",3991,269,20
"1950006",3992,333,32
"1950007",3993,29,0
"1950009",3994,61,5
"1970001",3995,258,46
"1970002",3996,198,47
"1970003",3997,209,41
"1970004",3998,256,54
"1990001",3999,564,232
"1990002",4000,2080,296
"1990003",4001,283,18
"1990004",4002,387,38
"1990005",4003,304,16
"1990006",4004,2089,278
"1990007",4005,395,29
"1990008",4006,386,46
"1990009",4007,1028,252
"1990010",4008,1028,451
"1990011",4009,414,63
"1990012",4010,449,69
"1990013",4011,1174,91
"1990014",4012,700,64
"1990015",4013,887,123
"1990016",4014,1050,107
"1990017",4015,596,41
"1990018",4016,2913,365
"1990019",4017,511,70
"2010001",4018,541,1383
"2010002",4019,348,813
"2010003",4020,379,770
"2010004",4021,387,919
"2010005",4022,333,751
"2010006",4023,931,1155
"2010007",4024,20,386
"2010008",4025,441,636
"2010009",4026,194,817
"2010010",4027,160,663
"2010011",4028,141,655
"2010012",4029,115,141
"2010013",4030,857,474
"2010014",4031,558,736
"2010015",4032,1049,1152
"2010016",4033,407,769
"2010017",4034,258,425
"2010018",4035,420,606
"2010019",4036,248,697
"2010020",4037,300,1000
"2010021",4038,131,559
"2010022",4039,166,976
"2010023",4040,31,162
"2010024",4041,59,359
"2010025",4042,18,306
"2010026",4043,200,910
"2010027",4044,349,1472
"2010028",4045,922,800
"2010029",4046,288,667
"2010030",4047,498,1411
"2010031",4048,38,945
"2010032",4049,543,1345
"2010033",4050,717,1899
"2010034",4051,339,1747
"2010035",4052,1,2
"2010036",4053,299,968
"2010037",4054,505,1393
"2010038",4055,581,1629
"2010039",4056,484,1781
"2010040",4057,154,235
"2010041",4058,235,361
"2010042",4059,15,386
"2010043",4060,410,643
"2010044",4061,181,758
"2010045",4062,483,2442
"2010046",4063,175,902
"2010047",4064,32,542
"2010048",4065,51,343
"2010049",4066,1385,840
"2010050",4067,960,1256
"2010051",4068,676,271
"2010052",4069,622,1138
"2010053",4070,753,1442
"2010054",4071,471,733
"2010055",4072,595,1226
"2010056",4073,502,430
"2010057",4074,801,1651
"2010058",4075,848,1434
"2010059",4076,719,1270
"2010060",4077,409,1649
"2010061",4078,197,589
"2010062",4079,186,759
"2010063",4080,755,214
"2010064",4081,169,747
"2010065",4082,146,739
"2010066",4083,73,376
"2010067",4084,223,1022
"2010068",4085,43,1343
"2010069",4086,74,450
"2010070",4087,1356,1383
"2010071",4088,1526,2238
"2010072",4089,255,772
"2010073",4090,499,594
"2010074",4091,1787,694
"2010075",4092,484,831
"2010076",4093,575,663
"2010077",4094,1,5
"2010078",4095,190,576
"2010079",4096,225,935
"2010080",4097,286,1016
"2010081",4098,241,652
"2010082",4099,1351,667
"2010083",4100,692,1359
"2010084",4101,483,213
"2010085",4102,39,872
"2010086",4103,954,1584
"2010087",4104,1119,938
"2010088",4105,288,149
"2010089",4106,382,437
"2010090",4107,1724,766
"2010091",4108,481,445
"2010092",4109,969,627
"2010093",4110,398,957
"2010094",4111,37,189
"2010095",4112,1093,773
"2010096",4113,130,864
"2010097",4114,1903,715
"2010098",4115,1410,324
"2010099",4116,309,480
"2010100",4117,263,332
"2010101",4118,61,204
"2010102",4119,158,477
"2010103",4120,1203,1604
"2010104",4121,25,914
"2010105",4122,216,734
"2010106",4123,37,48
"2010107",4124,109,690
"2010108",4125,715,798
"2010109",4126,34,1115
"2010110",4127,1009,910
"2010111",4128,2154,1198
"2010112",4129,1084,709
"2010113",4130,718,796
"2010114",4131,1785,768
"2010115",4132,59,370
"2010116",4133,1586,703
"2010117",4134,261,572
"2010118",4135,994,1200
"2010119",4136,2192,756
"2010120",4137,1209,1077
"2010121",4138,306,191
"2010122",4139,36,799
"2010123",4140,188,783
"2010124",4141,2121,745
"2010125",4142,649,681
"2010126",4143,1889,393
"2010127",4144,663,267
"2010128",4145,843,799
"2010129",4146,1663,1614
"2010130",4147,1038,528
"2010131",4148,192,876
"2010132",4149,30,1068
"2010133",4150,956,1046
"2010134",4151,313,529
"2010135",4152,1213,976
"2010136",4153,71,1114
"2010137",4154,772,479
"2010138",4155,31,644
"2010139",4156,927,1599
"2010140",4157,249,1712
"2010141",4158,142,143
"2010142",4159,87,307
"2010143",4160,2235,1780
"2010144",4161,13,435
"2010145",4162,21,623
"2010146",4163,485,910
"2010147",4164,197,1279
"2010148",4165,590,1269
"2010149",4166,1971,1975
"2010150",4167,17,593
"2010151",4168,10,273
"2010152",4169,217,882
"2010153",4170,166,572
"2010154",4171,201,859
"2010155",4172,1554,1091
"2010156",4173,85,1534
"2010157",4174,49,902
"2010158",4175,29,1149
"2010159",4176,78,438
"2010160",4177,8,259
"2010161",4178,20,456
"2010162",4179,133,374
"2010163",4180,386,878
"2010164",4181,16,513
"2010165",4182,801,672
"2010166",4183,236,576
"2010167",4184,1,3
"2010168",4185,7,190
"2010169",4186,28,969
"2010170",4187,349,434
"2010171",4188,39,603
"2010172",4189,77,252
"2010173",4190,1974,790
"2010174",4191,1354,898
"2010175",4192,799,995
"2010176",4193,389,478
"2010177",4194,525,690
"2010178",4195,779,587
"2010179A",4196,430,614
"2010179B",4197,0,0
"2010180",4198,53,1092
"2010181",4199,229,772
"2010182",4200,1228,1501
"2010183",4201,1017,830
"2010184",4202,104,336
"2010185",4203,249,733
"2010186",4204,41,304
"2010187",4205,22,85
"2010188",4206,196,440
"2010189",4207,526,553
"2010190",4208,219,527
"2010191",4209,128,302
"2010192",4210,52,780
"2010193",4211,19,480
"2010194",4212,337,1229
"2010195",4213,57,765
"2010196",4214,16,134
"2010197",4215,32,1078
"2010198",4216,9,180
"2010199",4217,1702,639
"2010200",4218,1056,1631
"2010201",4219,6,254
"2010202",4220,18,523
"2010203",4221,59,302
"2010204",4222,1118,1301
"2010205",4223,23,792
"2010206",4224,460,1344
"2010207",4225,200,571
"2010208",4226,255,756
"2010209",4227,0,0
"2010210",4228,226,1483
"2010211",4229,394,936
"2010212",4230,100,387
"2010213",4231,1789,671
"2010214",4232,647,664
"2010215",4233,808,872
"2010216",4234,62,798
"2010217",4235,1155,905
"2010218",4236,321,1148
"2010219",4237,90,1316
"2010220",4238,524,322
"2010221",4239,435,946
"2010222",4240,776,1287
"2010223",4241,373,1648
"2010224",4242,585,1048
"2010225",4243,635,1108
"2010226",4244,216,926
"2010227",4245,851,467
"2010228",4246,37,721
"2010229",4247,88,243
"2010230",4248,23,388
"2010231",4249,205,838
"2010232",4250,607,699
"2010233",4251,1228,2204
"2010234",4252,1959,1028
"2010235",4253,21,550
"2010236",4254,34,741
"2010237",4255,27,783
"2010238",4256,19,725
"2010239",4257,35,756
"2010240",4258,38,1022
"2010241",4259,263,648
"2010242",4260,293,391
"2010243",4261,3,252
"2010244",4262,748,972
"2010245",4263,1424,1034
"2010246",4264,1438,1073
"2010247",4265,27,619
"2010248",4266,149,499
"2010249",4267,767,469
"2010250",4268,14,348
"2010251",4269,93,898
"2010252",4270,22,964
"2010253",4271,16,794
"2010254",4272,110,492
"2010255",4273,598,1008
"2010256",4274,525,1235
"2010257",4275,290,1030
"2010258",4276,1526,753
"2010259",4277,35,1160
"2010260",4278,334,432
"2010261",4279,155,428
"2010262",4280,1125,1112
"2010263",4281,1721,871
"2010264",4282,727,853
"2010265",4283,1573,787
"2010266",4284,320,615
"2010267",4285,204,389
"2010268",4286,828,866
"2010269",4287,1076,501
"2010270",4288,1072,1207
"2010271",4289,31,1308
"2010272",4290,314,788
"2010273",4291,1264,484
"2010274",4292,827,638
"2010275",4293,127,598
"2010276",4294,23,1033
"2010277",4295,247,521
"2010278",4296,540,791
"2010279",4297,509,415
"2010280",4298,180,501
"2010281",4299,616,919
"2010282",4300,646,643
"2010283",4301,393,2485
"2010284",4302,582,1180
"2010285",4303,101,1207
"2010286",4304,166,1824
"2010287",4305,504,709
"2010288",4306,21,986
"2010289",4307,245,497
"2010290",4308,631,253
"2010291",4309,268,443
"2010292",4310,81,568
"2010293",4311,416,742
"2010294",4312,13,831
"2010295",4313,15,296
"2010296",4314,458,492
"2010297",4315,296,581
"2010298",4316,590,702
"2010299",4317,175,462
"2010300",4318,2643,1081
"2010301",4319,337,616
"2010302",4320,704,728
"2010303",4321,1706,704
"2010304",4322,747,758
"2010305",4323,693,1864
"2010306",4324,834,484
"2010307",4325,1258,752
"2010308",4326,145,518
"2010309",4327,1810,773
"2010310",4328,561,346
"2010311",4329,598,720
"2010312",4330,955,1068
"2010313",4331,11,13
"2010314",4332,1782,1678
