CNTYVTD,VTDKEY,SlaughterR_18G_CCA 8,AshL_18G_CCA 8
"2450019",5685,60,103
"2450020",5686,63,87
"2450021",5687,80,11
"2450022",5688,905,374
"2450023",5689,358,260
"2450024",5690,228,19
"2450025",5691,947,86
"2450026",5692,944,197
"2450027",5693,379,124
"2450028",5694,165,71
"2450029",5695,869,63
"2450030",5696,588,41
"2450031",5697,647,44
"2450032",5698,99,8
"2450033",5699,759,126
"2450034",5700,51,167
"2450035",5701,411,32
"2450036",5702,662,75
"2450037",5703,1069,140
"2450038",5704,1080,89
"2450039",5705,49,163
"2450040",5706,1322,133
"2450041",5707,61,14
"2450042",5708,1116,127
"2450043",5709,953,123
"2450044",5710,165,58
"2450045",5711,153,77
"2450046",5712,149,90
"2450047",5713,183,111
"2450048",5714,68,66
"2450049",5715,32,24
"2450050",5716,160,176
"2450051",5717,16,31
"2450052",5718,13,34
"2450053",5719,55,95
"2450054",5720,18,41
"2450055",5721,10,21
"2450056",5722,1524,149
"2450057",5723,14,60
"2450058",5724,25,2
"2450059",5725,29,82
"2450060",5726,1283,172
"2450061",5727,486,120
"2450062",5728,1134,207
"2450063",5729,48,96
"2450064",5730,95,92
"2450065",5731,939,131
"2450066",5732,640,75
"2450067",5733,169,206
"2450068",5734,762,212
"2450069",5735,1271,186
"2450070",5736,433,160
"2450071",5737,45,3
"2450072",5738,563,237
"2450073",5739,1145,172
"2450074",5740,1396,118
"2450075",5741,78,133
"2450076",5742,72,69
"2450077",5743,49,97
"2450078",5744,390,200
"2450079",5745,799,176
"2450080",5746,120,7
"2450081",5747,25,36
"2450082",5748,424,187
"2450083",5749,562,65
"2450084",5750,34,97
"2450085",5751,113,126
"2450086",5752,385,98
"2450087",5753,98,122
"2450088",5754,207,128
"2450089",5755,57,37
"2450090",5756,15,6
"2450091",5757,368,27
"2450092",5758,476,94
"2450093",5759,63,61
"2450094",5760,988,148
"2450095",5761,198,40
"2450096",5762,47,40
"2450097",5763,0,0
"2450098",5764,137,26
"2450099",5765,95,85
"2450100",5766,1073,237
"2450101",5767,1,0
"2450102",5768,65,9
"2450103",5769,16,1
"2450104",5770,44,1
"2450105",5771,26,14
"2450106",5772,9,2
"2450107",5773,1,0
"2450108",5774,247,15
"2450109",5775,99,10
"2470001",5776,75,78
"2470002",5777,165,76
"2470003",5778,127,64
"2470004",5779,95,78
"2470005",5780,3,4
"2490001",5781,60,47
"2490002",5782,180,23
"2490003",5783,488,69
"2490004",5784,236,102
"2490005",5785,36,32
"2490006",5786,141,88
"2490007",5787,728,217
"2490008",5788,1017,124
"2490009",5789,92,63
"2490010",5790,207,215
"2490011",5791,119,70
"2490012",5792,318,193
"2490013",5793,38,48
"2490014",5794,65,8
"2490015",5795,286,154
"2490016",5796,74,86
"2490017",5797,298,171
"2490018",5798,74,36
"2490019",5799,118,18
"2490020",5800,75,78
"2490022",5801,186,168
"2510001",5802,428,48
"2510002",5803,2087,276
"2510003",5804,1820,287
"2510004",5805,2666,475
"2510005",5806,1889,262
"2510006",5807,265,17
"2510007",5808,3033,400
"2510008",5809,2226,536
"2510009",5810,546,40
"2510010",5811,1328,233
"2510011",5812,1880,202
"2510012",5813,1372,143
"2510013",5814,902,112
"2510014",5815,236,16
"2510015",5816,774,75
"2510016",5817,272,42
"2510017",5818,1115,207
"2510018",5819,1521,247
"2510019",5820,2731,365
"2510020",5821,288,104
"2510021",5822,764,75
"2510022",5823,1490,292
"2510023",5824,1013,99
"2510024",5825,604,81
"2510025",5826,543,94
"2510026",5827,688,67
"2510027",5828,1112,93
"2510028",5829,872,100
"2510029",5830,469,66
"2510030",5831,549,59
"2510031",5832,604,70
"2510032",5833,1370,167
"2510033",5834,528,66
"2510034",5835,860,159
"2510035",5836,1918,207
"2510036",5837,276,88
"2530101",5838,526,56
"2530102",5839,49,5
"2530103",5840,175,23
"2530201",5841,647,63
"2530202",5842,104,18
"2530203",5843,140,9
"2530301",5844,129,5
"2530302",5845,506,32
"2530303",5846,611,47
"2530401",5847,705,51
"2530402",5848,540,72
"2550001",5849,484,118
"2550002",5850,98,3
"2550003",5851,99,2
"2550004",5852,357,62
"2550005",5853,255,43
"2550006",5854,169,10
"2550007",5855,338,9
"2550008",5856,91,11
"2550009",5857,117,8
"2550010",5858,158,8
"2550011",5859,248,42
"2550012",5860,276,38
"2550013",5861,29,1
"2550014",5862,177,69
"2550015",5863,29,7
"2570001",5864,941,216
"2570002",5865,546,85
"2570003",5866,1900,473
"2570004",5867,1953,367
"2570005",5868,347,265
"2570006",5869,938,123
"2570007",5870,1854,793
"2570008",5871,602,211
"2570009",5872,754,93
"2570010",5873,1153,106
"2570011",5874,847,193
"2570012",5875,796,101
"2570013",5876,1042,483
"2570014",5877,1277,496
"2570015",5878,1181,120
"2570016",5879,1294,111
"2570017",5880,961,84
"2570018",5881,1015,137
"2570019",5882,1033,210
"2570020",5883,597,97
"2570021",5884,973,109
"2570022",5885,579,54
"2570023",5886,470,82
"2570024",5887,578,92
"2570025",5888,306,84
"2570026",5889,181,205
"2570027",5890,1569,382
"2570028",5891,656,82
"2570029",5892,933,627
"2570030",5893,755,103
"2591010",5894,1229,205
"2591110",5895,2323,232
"2592020",5896,1197,89
"2592080",5897,2003,198
"2592120",5898,2410,302
"2593030",5899,1449,132
"2593040",5900,1881,228
"2593060",5901,365,32
"2594050",5902,1295,190
"2594070",5903,195,17
"2594100",5904,1787,208
"2610001",5905,25,8
"2610002",5906,23,7
"2610003",5907,5,5
"2610004",5908,26,1
"2610005",5909,4,3
"2610006",5910,8,4
"2630101",5911,89,7
"2630201",5912,18,1
"2630202",5913,42,1
"2630301",5914,50,4
"2630302",5915,21,0
"2630401",5916,58,6
"2650101",5917,1487,133
"2650107",5918,503,48
"2650109",5919,734,91
"2650113",5920,828,124
"2650118",5921,186,21
"2650119",5922,961,179
"2650202",5923,1161,111
"2650211",5924,493,73
"2650215",5925,1540,149
"2650220",5926,1541,128
"2650303",5927,561,52
"2650308",5928,260,28
"2650312",5929,1583,295
"2650314",5930,606,186
"2650404",5931,558,34
"2650405",5932,925,96
"2650406",5933,1572,167
"2650410",5934,169,7
"2650416",5935,891,90
"2650417",5936,891,106
"2670001",5937,371,24
"2670002",5938,164,11
"2670003",5939,144,8
"2670004",5940,183,16
"2670006",5941,176,10
"2670007",5942,212,12
"2670009",5943,260,19
"2690001",5944,30,1
"2690002",5945,19,0
"2690003",5946,33,0
"2690004",5947,35,2
"2710001",5948,263,28
"2710002",5949,166,37
"2710003",5950,121,33
"2710004",5951,300,29
"2730011",5952,586,204
"2730012",5953,444,129
"2730013",5954,360,179
"2730014",5955,116,54
"2730021",5956,48,49
"2730022",5957,260,131
"2730023",5958,242,183
"2730024",5959,313,156
"2730031",5960,455,153
"2730032",5961,298,120
"2730033",5962,273,80
"2730034",5963,220,68
"2730035",5964,363,103
"2730041",5965,66,56
"2730042",5966,110,101
"2730043",5967,323,187
"2730044",5968,113,75
"2730045",5969,107,109
"2750101",5970,263,28
"2750201",5971,97,5
"2750202",5972,120,7
"2750301",5973,158,19
"2750302",5974,36,1
"2750401",5975,197,36
"277001B",5976,133,3
"277001C",5977,142,9
"277001D",5978,274,17
"277001E",5979,372,35
"277001F",5980,432,29
"277001G",5981,231,21
"277001H",5982,283,22
"277001I",5983,52,5
"277002D",5984,277,35
"277002E",5985,273,34
"277002F",5986,99,10
"277002G",5987,295,35
"277003D",5988,405,18
"277003E",5989,652,42
"277003F",5990,272,13
"277003G",5991,285,18
"277003I",5992,653,52
"277004B",5993,824,64
"277004C",5994,146,21
"277004D",5995,780,27
"277004E",5996,339,33
"277004F",5997,813,78
"277004G",5998,982,88
"2771A3B",5999,271,61
"2771A5A",6000,382,120
"2771E7C",6001,466,57
"2772A1A",6002,148,133
"2772B2A",6003,184,121
"2772C3A",6004,387,126
"2773C7G",6005,1075,201
"2773H3C",6006,263,38
"2774A6E",6007,606,98
"2790001",6008,338,41
"2790002",6009,103,41
"2790003",6010,264,27
"2790004",6011,34,2
"2790005",6012,156,17
"2790006",6013,125,16
"2790007",6014,46,1
"2790008",6015,811,77
"2790009",6016,318,87
"2790010",6017,166,9
"2790011",6018,311,20
"2790012",6019,94,6
"2810001",6020,768,115
"2810002",6021,1568,142
"2810003",6022,652,93
"2810004",6023,554,44
"2810005",6024,311,13
"2810006",6025,284,14
"2810007",6026,351,31
"2810008",6027,773,93
"2810009",6028,786,94
"2830001",6029,251,58
"2830002",6030,67,27
"2830003A",6031,106,53
"2830003B",6032,0,0
"2830004",6033,47,2
"2830005",6034,128,39
"2830006",6035,85,21
"283003A",6036,8,0
"2850001",6037,529,21
"2850002",6038,719,64
"2850007",6039,149,12
"2850008",6040,415,19
"2850009",6041,679,30
"2850011",6042,178,8
"2850012",6043,189,12
"2850015",6044,95,6
"2850016",6045,269,11
"2850017",6046,191,6
"2850019",6047,218,17
"2850020",6048,53,4
"2850023",6049,661,41
"2850026",6050,91,15
"2850027",6051,116,4
"2850029",6052,589,38
"2850030",6053,775,63
"2850031",6054,609,34
"2850032",6055,153,7
"2870101",6056,621,119
"2870102",6057,74,11
"2870103",6058,121,8
"2870201",6059,347,10
"2870202",6060,799,61
"2870203",6061,196,15
"2870301",6062,63,3
"2870302",6063,634,73
"2870303",6064,541,90
"2870304",6065,109,11
"2870401",6066,295,28
"2870402",6067,47,13
"2870403",6068,136,8
"2870404",6069,308,41
"2870405",6070,263,30
"2890001",6071,729,55
"2890002",6072,200,9
"2890003",6073,320,14
"2890004",6074,447,20
"2890005",6075,302,27
"2890006",6076,709,29
"2890007",6077,322,11
"2890008",6078,489,34
"2890009",6079,172,7
"2890010",6080,531,18
"2890011",6081,407,28
"2890012",6082,346,28
"2890013",6083,418,17
"2890014",6084,112,7
"289001A",6085,115,7
"289005A",6086,31,1
"289014A",6087,102,4
"2910001",6088,275,22
"2910002",6089,454,38
"2910003",6090,1031,61
"2910004",6091,245,19
"2910005",6092,910,95
"2910006",6093,427,30
"2910007",6094,566,114
"2910008",6095,919,72
"2910009",6096,1115,77
"2910010",6097,1163,157
"2910011",6098,217,66
"2910012",6099,481,84
"2910013",6100,242,16
"2910014",6101,209,20
"2910015",6102,178,29
"2910016",6103,195,9
"2910017",6104,242,10
"2910018",6105,171,120
"2910019",6106,626,90
"2910020",6107,34,77
"2910021",6108,1498,106
"2910022",6109,1202,200
"2910023",6110,621,128
"2910024",6111,319,26
"2910025",6112,423,36
"2910026",6113,822,110
"2910027",6114,143,4
"2910028",6115,314,18
"2910029",6116,528,41
"2910030",6117,583,102
"2930101",6118,666,65
"2930102",6119,336,15
"2930103",6120,351,25
"2930104",6121,380,26
"2930201",6122,204,19
"2930202",6123,77,28
"2930203",6124,37,18
"2930204",6125,225,35
"2930205",6126,166,28
"2930206",6127,197,12
"2930301",6128,565,61
"2930302",6129,234,23
"2930303",6130,85,2
"2930304",6131,318,19
"2930305",6132,149,13
"2930401",6133,461,91
"2930402",6134,224,7
"2930403",6135,168,13
"2930404",6136,230,15
"2930405",6137,180,10
"2930406",6138,115,4
"2950106",6139,132,6
"2950202",6140,79,4
"2950207A",6141,186,8
"2950207B",6142,1,0
"2950303",6143,227,8
"2950308",6144,84,1
"2950404",6145,184,20
"2950409",6146,56,2
"2970001",6147,208,14
"2970002",6148,396,37
"2970003",6149,222,65
"2970004",6150,400,39
"2970005",6151,174,7
"2970006",6152,120,5
"2970007",6153,17,0
"2970008",6154,69,6
"2970009",6155,336,43
"2970010",6156,210,13
"2970011",6157,43,1
"2970012",6158,83,5
"2970013",6159,276,23
"2970014",6160,489,38
"2990101",6161,169,21
"2990102",6162,326,21
"2990108",6163,494,62
"2990109",6164,1991,147
"2990203",6165,1093,91
"2990204",6166,448,58
"2990205",6167,339,43
"2990307",6168,1412,146
"2990410",6169,1909,168
"3010001",6170,13,4
"3010002",6171,7,1
"3010003",6172,18,0
"3010004",6173,5,2
"3030001",6174,604,438
"3030002A",6175,483,203
"3030002B",6176,0,0
"3030003",6177,353,414
"3030004",6178,98,119
"3030005",6179,130,103
"3030006A",6180,55,165
"3030006B",6181,0,0
"3030007",6182,997,197
"3030008",6183,446,511
"3030009",6184,1029,271
"3030010",6185,178,172
"3030012",6186,895,172
"3030013",6187,665,215
"3030014",6188,329,162
"3030015",6189,574,293
"3030016",6190,319,184
"3030017",6191,163,138
"3030018",6192,277,222
"3030019",6193,234,205
"3030020",6194,58,200
"3030021",6195,566,215
"3030022",6196,691,197
"3030023",6197,499,176
"3030024",6198,450,234
"3030025",6199,291,197
"3030026",6200,369,265
"3030027",6201,840,351
"3030028",6202,979,258
"3030029",6203,443,206
"3030030",6204,962,258
"3030031A",6205,727,100
"3030031B",6206,0,0
"3030033",6207,1615,167
"3030034",6208,225,35
"3030035",6209,319,32
"3030036",6210,762,131
"3030038",6211,311,116
"3030039",6212,991,99
"3030040",6213,55,92
"3030041",6214,1071,111
"3030043",6215,256,22
"3030044",6216,567,78
"3030045",6217,177,23
"3030046",6218,1517,124
"3030047",6219,973,256
"3030049",6220,343,219
"3030050",6221,357,260
"3030051",6222,36,8
"3030052",6223,1500,310
"3030053",6224,839,311
"3030054",6225,1752,221
"3030056",6226,156,29
"3030057A",6227,908,223
"3030057B",6228,2,0
"3030058",6229,624,119
"3030059",6230,811,280
"3030060",6231,614,105
"3030062",6232,1032,212
"3030063",6233,40,7
"3030065",6234,305,58
"3030066",6235,1413,154
"3030067",6236,771,219
"3030072",6237,1004,309
"3030075",6238,620,80
"3030076",6239,735,162
"3030078",6240,1496,218
"3030092A",6241,131,19
"3030092B",6242,6,0
"3030096",6243,29,20
"3030102",6244,285,16
"3030104",6245,527,70
"3030109",6246,1698,213
"3030110",6247,1822,250
"3030111",6248,754,94
"3030112",6249,152,6
"3030113A",6250,655,318
"3030113B",6251,0,0
"3030114",6252,154,102
"3030118",6253,629,162
"3030119",6254,845,320
"3030120",6255,1408,166
"3030121",6256,1305,149
"3030122",6257,505,108
"3030123",6258,872,177
"3030124",6259,981,164
"3030125",6260,1086,171
"3030126",6261,658,123
"3030127",6262,1173,225
"3030128",6263,1036,129
"3030129",6264,1460,277
"3030135",6265,158,20
"3030138",6266,112,9
"3030140",6267,1818,245
"3030141",6268,986,254
"3030142",6269,36,10
"3030151",6270,470,51
"3030152",6271,473,232
"3030153",6272,110,140
"3030154",6273,1420,246
"3030155",6274,1313,106
"3030159",6275,8,0
"3030178",6276,169,12
"3050001A",6277,98,20
"3050001B",6278,11,0
"3050002",6279,135,22
"3050003",6280,193,26
"3050004",6281,314,20
"3050005",6282,23,0
"3050006",6283,141,23
"3050007",6284,28,0
"3050008",6285,14,0
"3050009",6286,200,4
"3050010",6287,2,0
"3050011",6288,49,0
"3050012",6289,48,8
"3050013",6290,70,5
"3050014",6291,55,18
"3070101",6292,670,34
"3070102",6293,79,3
"3070201",6294,234,38
"3070202",6295,92,6
"3070301",6296,504,43
"3070302",6297,143,5
"3070401",6298,279,21
"3070402",6299,194,9
"3070403",6300,90,8
"3090001",6301,71,48
"3090002",6302,62,55
"3090003",6303,594,391
"3090004",6304,44,24
"3090005",6305,82,62
"3090006",6306,90,48
"3090007",6307,250,170
"3090008",6308,248,149
"3090009",6309,122,96
"3090010",6310,145,192
"3090011",6311,1019,169
"3090012",6312,122,251
"3090013",6313,34,18
"3090014",6314,71,110
"3090015",6315,99,13
"3090016",6316,243,39
"3090017",6317,274,84
"3090018",6318,123,78
"3090019",6319,1326,249
"3090020",6320,48,41
"3090021",6321,97,96
"3090022",6322,71,43
"3090023",6323,1769,252
"3090024",6324,318,39
"3090025",6325,287,122
"3090026",6326,122,75
"3090027",6327,95,81
"3090028",6328,385,122
"3090029",6329,192,94
"3090030",6330,591,224
"3090031",6331,701,221
"3090032",6332,440,71
"3090033",6333,683,164
"3090034",6334,604,129
"3090035",6335,154,81
"3090036",6336,489,120
"3090037",6337,239,94
"3090038",6338,147,66
"3090039",6339,106,63
"3090040",6340,727,220
"3090041",6341,546,145
"3090042",6342,180,121
"3090043",6343,107,41
"3090044",6344,2031,365
"3090045",6345,119,61
"3090046",6346,37,26
"3090047",6347,124,67
"3090048",6348,71,47
"3090049",6349,119,36
"3090050",6350,289,152
"3090051",6351,1782,365
"3090052",6352,463,85
"3090053A",6353,93,41
"3090053B",6354,0,0
"3090054",6355,244,43
"3090055",6356,584,50
"3090056",6357,149,78
"3090057",6358,322,103
"3090058",6359,811,189
"3090059",6360,1720,235
"3090060",6361,1911,419
"3090061",6362,1438,260
"3090062",6363,2010,464
"3090063",6364,2155,261
"3090064",6365,386,67
"3090065",6366,498,45
"3090066",6367,634,56
"3090067",6368,1295,121
"3090068",6369,547,55
"3090069",6370,827,70
"3090070",6371,198,15
"3090071",6372,305,31
"3090072",6373,437,53
"3090073",6374,496,49
"3090074",6375,381,31
"3090075",6376,1630,163
"3090076",6377,988,105
"3090077",6378,730,63
"3090078",6379,1557,186
"3090079",6380,495,93
"3090080",6381,1260,56
"3090081",6382,2033,166
"3090082",6383,1418,127
"3090083",6384,274,31
"3090084",6385,952,131
"3090085",6386,187,72
"3090086",6387,372,176
"3090087",6388,298,119
"3090088",6389,104,32
"3090089",6390,7,7
"3090090",6391,132,32
"3090091",6392,967,146
"3110001",6393,76,2
"3110003",6394,98,7
"311002A",6395,50,4
"311002B",6396,53,1
"311004A",6397,40,0
"311004B",6398,54,3
"3130101",6399,702,85
"3130202",6400,816,86
"3130303",6401,549,99
"3130404",6402,1016,74
"3150001",6403,191,27
"3150002",6404,485,55
"3150003",6405,233,26
"3150004",6406,185,23
"3150005",6407,300,35
"3150006",6408,284,29
"3150007",6409,172,40
"3150008",6410,395,36
"3150009",6411,176,13
"3150010",6412,105,25
"3170001A",6413,284,34
"3170001B",6414,0,0
"3170002",6415,224,25
"3170003A",6416,309,17
"3170003B",6417,0,0
"3170004",6418,268,18
"317003A",6419,125,4
"317004A",6420,106,1
"3190101",6421,390,37
"3190210",6422,291,30
"3190302",6423,480,41
"3190405",6424,425,43
"3210002",6425,349,44
"3210004",6426,617,41
"3210005",6427,795,116
"3210006",6428,638,70
"3210007",6429,107,4
"3210008",6430,349,33
"3210009",6431,58,10
"3210010",6432,181,16
"3210012",6433,111,21
"3210013",6434,148,30
"321001A",6435,1121,135
"321001B",6436,1158,180
"321001C",6437,138,85
"321001D",6438,275,80
"321001E",6439,359,104
"321001F",6440,206,53
"321003A",6441,567,109
"321003B",6442,334,27
"323001A",6443,83,74
"323001B",6444,425,295
"323001C",6445,545,491
"323002A",6446,54,84
"323002BA",6447,33,33
"323002BB",6448,67,65
"323002BC",6449,263,257
"323002C",6450,186,204
"323002D",6451,26,8
"323003A",6452,543,364
"323003B",6453,570,428
"323003C",6454,136,53
"323004A",6455,127,100
"323004B",6456,530,366
"323004C",6457,156,119
"323004D",6458,193,173
"325001A",6459,768,80
"325001B",6460,837,92
"325001C",6461,1204,261
"325001D",6462,1117,157
"325002A",6463,807,246
"325002B",6464,1497,200
"325002C",6465,1595,316
"325003A",6466,456,68
"325003B",6467,253,25
"325003C",6468,815,203
"325003D",6469,359,169
"325004A",6470,700,83
"325004B",6471,1279,231
"325004C",6472,420,160
"3270001",6473,110,18
"3270002",6474,144,13
"3270003",6475,171,10
"3270004",6476,110,9
"3270005",6477,39,1
"3270006",6478,55,9
"3290101A",6479,304,25
"3290101B",6480,0,0
"3290102",6481,1305,262
"3290103",6482,1033,150
"3290104",6483,191,57
"3290105",6484,501,89
"3290106A",6485,0,0
"3290106B",6486,1137,207
"3290107",6487,1292,160
"3290108A",6488,33,6
"3290108B",6489,0,0
"3290108C",6490,0,0
"3290109A",6491,173,51
"3290109B",6492,0,0
"3290110",6493,1680,116
"3290201",6494,1035,75
"3290202",6495,2510,156
"3290203",6496,322,28
"3290204",6497,1508,117
"3290205",6498,609,62
"3290206",6499,1006,87
"3290207",6500,1383,142
"3290208",6501,287,58
"3290210",6502,680,106
"3290211",6503,1120,191
"3290212",6504,662,115
"3290302",6505,960,108
"3290303",6506,53,20
"3290304",6507,190,71
"3290305",6508,131,96
"3290306",6509,248,153
"3290307",6510,451,82
"3290308",6511,668,302
"3290309",6512,81,19
"3290310",6513,125,32
"3290401A",6514,463,33
"3290401B",6515,0,0
"3290402",6516,169,15
"3290403",6517,1725,162
"3290404",6518,1311,153
"3290405",6519,1223,156
"3290406",6520,888,102
"3290407",6521,1221,153
"3290408",6522,1150,79
"3290409",6523,853,106
"3290410",6524,708,53
"3290411",6525,2228,148
"329108A",6526,167,15
"329109AA",6527,0,0
"329109AB",6528,0,0
"329307A",6529,83,26
"329309A",6530,13,0
"329402A",6531,404,47
"3310101",6532,1041,145
"3310105",6533,498,65
"3310203",6534,202,24
"3310207",6535,182,31
"3310210",6536,264,39
"3310212",6537,614,133
"3310316",6538,326,47
"3310317",6539,554,48
"3310318",6540,924,171
"3310419",6541,636,142
"3310420",6542,858,168
"3330001",6543,468,26
"3330002",6544,237,15
"3330004",6545,177,9
"3330006",6546,142,3
"3330008",6547,310,17
"3330009",6548,307,16
"3330011",6549,103,4
"3350001",6550,437,31
"3350002",6551,124,5
"3350003",6552,382,51
"3350004",6553,258,26
"3350025",6554,179,14
"3350046",6555,203,7
"3370002",6556,1181,76
"3370003",6557,665,36
"3370004",6558,241,19
"3370005",6559,435,31
"3370006",6560,452,33
"3370007",6561,550,35
"3370008",6562,382,26
"3370009",6563,580,42
"3370010",6564,452,34
"3370011",6565,437,30
"3370012",6566,62,4
"3370013",6567,521,34
"3370014",6568,101,10
"3370015",6569,235,10
"3370016",6570,133,10
"3390001",6571,1116,220
"3390002",6572,862,140
"3390003",6573,2052,445
"3390004",6574,688,205
"3390005",6575,176,12
"3390006",6576,1600,265
