CNTYVTD,VTDKEY,MillerR_18G_Ag Comm,OlsonD_18G_Ag Comm,CarpenterL_18G_Ag Comm
"037004D",1051,6,8,0
"037004E",1052,0,0,0
"037005A",1053,43,58,1
"037005B",1054,0,0,0
"037005C",1055,1915,540,49
"037006A",1056,873,298,23
"037006B",1057,963,262,28
"037008A",1058,132,232,6
"037008B",1059,1181,360,26
"037008C",1060,528,131,10
"0390001",1061,1261,599,47
"0390002",1062,1506,518,43
"0390003",1063,1737,585,53
"0390004",1064,1268,392,31
"0390005",1065,755,246,16
"0390006",1066,625,103,16
"0390007",1067,289,553,13
"0390008",1068,441,118,9
"0390009",1069,265,161,10
"0390010",1070,434,75,8
"0390011",1071,999,639,29
"0390012",1072,1096,724,41
"0390013",1073,1363,1006,53
"0390014",1074,1994,643,44
"0390015",1075,1183,158,26
"0390016",1076,1455,637,47
"0390017",1077,455,544,24
"0390018",1078,1764,772,50
"0390019",1079,346,420,22
"0390020",1080,632,162,17
"0390021",1081,1031,1293,38
"0390022",1082,1775,498,59
"0390023",1083,1440,625,47
"0390024",1084,1714,602,53
"0390025",1085,756,245,25
"0390026",1086,1020,884,37
"0390027",1087,776,683,27
"0390028",1088,1199,814,50
"0390029",1089,711,1276,35
"0390030",1090,1424,339,48
"0390031",1091,514,102,9
"0390032",1092,1109,281,21
"0390033",1093,744,323,17
"0390034",1094,1591,564,49
"0390035",1095,766,152,10
"0390036",1096,637,423,27
"0390037",1097,917,610,33
"0390038",1098,323,102,13
"0390039",1099,1227,623,42
"0390040",1100,1566,902,43
"0390041",1101,495,650,17
"0390042",1102,208,116,4
"0390043",1103,1497,654,53
"0390044",1104,1025,1439,40
"0390045",1105,1331,526,59
"0390046",1106,1653,944,67
"0390047",1107,801,578,43
"0390048",1108,839,458,26
"0390049",1109,772,120,10
"0390050",1110,1095,2648,65
"0390051",1111,1548,548,45
"0390052",1112,1149,556,42
"0390053",1113,272,866,19
"0390054",1114,628,1068,44
"0390055",1115,1132,487,28
"0390056",1116,1624,711,47
"0390057",1117,1317,362,23
"0390058",1118,842,842,28
"0390059",1119,648,1631,40
"0390060",1120,1319,1447,48
"0390061",1121,490,210,12
"0390062",1122,834,1275,44
"0390063",1123,461,1631,38
"0390064",1124,15,5,0
"0390066",1125,365,876,21
"0390067",1126,534,1423,31
"0390068",1127,613,1277,37
"0410001",1128,970,224,28
"0410002",1129,2385,810,76
"0410003",1130,311,176,15
"0410004",1131,69,514,7
"0410005",1132,833,210,20
"0410006",1133,478,90,14
"0410007",1134,852,167,27
"0410008",1135,347,460,42
"0410009",1136,390,355,26
"0410010",1137,1234,769,58
"0410011",1138,607,733,65
"0410012",1139,1497,936,88
"0410013",1140,784,501,50
"0410014",1141,254,659,19
"0410015",1142,1214,587,45
"0410016",1143,104,322,10
"0410017",1144,603,784,66
"0410018",1145,33,180,4
"0410019",1146,53,62,4
"0410020",1147,845,1128,69
"0410021",1148,300,491,23
"0410022",1149,62,95,3
"0410023",1150,31,5,1
"0410024",1151,651,611,43
"0410025",1152,42,342,9
"0410026",1153,1242,534,42
"0410027",1154,1616,357,60
"0410028",1155,208,24,5
"0410029",1156,320,190,14
"0410030",1157,439,573,20
"0410031",1158,1178,1092,105
"0410032",1159,0,0,0
"0410033",1160,228,429,27
"0410034",1161,893,1154,86
"0410035",1162,1388,2042,116
"0410036",1163,940,862,78
"0410037",1164,71,10,2
"0410038",1165,6,99,2
"0410039",1166,1469,1099,85
"0410040",1167,1892,1108,91
"0410041",1168,2164,881,61
"0410042",1169,0,0,0
"0410043",1170,5,8,1
"0410044",1171,55,9,2
"0410045",1172,43,16,2
"0410046",1173,95,71,3
"0410047",1174,102,87,4
"0410048",1175,100,28,4
"0410049",1176,47,128,6
"0410050",1177,4,0,0
"0410051",1178,0,0,0
"0410052",1179,8,3,1
"0410053",1180,0,1,0
"0410056",1181,5,2,1
"0410057",1182,25,69,5
"0410058",1183,222,135,13
"0410059",1184,13,2,0
"0410060",1185,82,8,1
"0410061",1186,32,8,0
"0410062",1187,1,0,0
"0410063",1188,2107,833,79
"0410064",1189,0,0,0
"0410065",1190,71,16,4
"0410067",1191,75,41,4
"0410068",1192,0,0,0
"0410069",1193,1752,863,59
"0410070",1194,239,203,19
"0410071",1195,59,14,2
"0410072",1196,7,7,0
"0410074",1197,74,136,4
"0410077",1198,105,75,8
"0410078",1199,107,19,3
"0410079",1200,21,22,1
"0410080",1201,1384,583,75
"0410081",1202,23,14,0
"0410082",1203,154,52,4
"0410083",1204,0,0,0
"0410086",1205,2,0,0
"0410087",1206,0,0,0
"0410088",1207,0,0,0
"0410089",1208,0,0,0
"0410090",1209,0,0,0
"0410091A",1210,1,1,0
"0410091B",1211,2,1,0
"0410092",1212,0,0,0
"0410093",1213,0,0,0
"0410094A",1214,0,0,0
"0410094B",1215,0,0,0
"0410094C",1216,0,0,0
"0410095",1217,0,0,0
"0410096",1218,2,0,0
"0410097",1219,0,0,0
"0410098",1220,2,1,0
"0410099",1221,0,0,0
"0410100",1222,0,0,0
"0410101A",1223,19,4,0
"0410101B",1224,0,0,0
"0410101C",1225,0,0,0
"0410101D",1226,0,0,0
"0410102",1227,1,0,0
"0410103",1228,0,0,0
"0430001",1229,670,445,50
"0430002",1230,303,373,33
"0430003",1231,105,127,10
"0430004",1232,411,434,26
"0430005",1233,29,41,7
"0430006",1234,168,201,16
"0430007",1235,11,51,3
"0430008",1236,119,316,25
"0450001",1237,73,8,0
"0450002",1238,138,21,1
"0450003",1239,130,11,5
"0450004",1240,164,24,4
"0450006",1241,29,8,0
"0470001",1242,82,335,12
"0470002",1243,118,329,2
"0470003",1244,46,257,10
"0470004",1245,113,370,6
"047003S",1246,40,72,2
"0490101",1247,1191,184,13
"0490105",1248,833,131,16
"0490109",1249,159,14,1
"0490113",1250,887,137,13
"0490202",1251,428,109,11
"0490204",1252,309,139,7
"0490212",1253,436,51,6
"0490214",1254,350,55,7
"0490215",1255,153,10,2
"0490303",1256,492,102,15
"0490306",1257,899,107,19
"0490307",1258,368,42,5
"0490308",1259,306,23,7
"0490316",1260,138,12,1
"0490318",1261,817,107,19
"0490410",1262,1194,126,23
"0490411",1263,410,122,20
"0490417",1264,990,115,18
"0510113",1265,348,57,3
"0510114",1266,638,241,16
"0510203",1267,201,52,6
"0510204",1268,357,64,7
"0510207",1269,167,85,1
"0510211",1270,481,104,6
"0510215",1271,175,45,3
"0510301",1272,590,165,10
"0510305",1273,275,67,11
"0510308",1274,207,67,4
"0510309",1275,388,79,11
"0510406",1276,321,228,5
"0510410",1277,831,212,19
"0530001",1278,772,159,24
"0530002",1279,1145,401,32
"0530003",1280,424,174,19
"0530004",1281,1041,402,34
"0530005",1282,496,194,12
"0530006",1283,274,100,15
"0530007",1284,315,93,16
"0530008",1285,588,128,13
"0530009",1286,1296,329,39
"0530010",1287,666,178,23
"0530011",1288,212,30,5
"0530012",1289,743,225,33
"0530013",1290,401,128,24
"0530014",1291,263,52,21
"0530015",1292,339,89,14
"0530016",1293,248,63,6
"0530017",1294,875,198,29
"0530018",1295,454,189,18
"0530019",1296,1778,524,62
"0530020",1297,1368,594,45
"0550100",1298,112,145,10
"0550101",1299,161,208,18
"0550102",1300,277,115,8
"0550103",1301,606,574,52
"0550104",1302,189,89,9
"0550105",1303,21,35,1
"0550107",1304,0,0,0
"0550108",1305,25,29,1
"0550109",1306,13,1,0
"0550110",1307,35,29,0
"0550111",1308,237,242,19
"0550112",1309,0,0,0
"0550113",1310,0,0,0
"0550114",1311,0,0,0
"0550115",1312,0,0,0
"0550116",1313,0,0,0
"0550117",1314,0,0,0
"0550118",1315,45,36,1
"0550201",1316,286,165,14
"0550202",1317,378,199,21
"0550203",1318,411,160,21
"0550204",1319,541,179,23
"0550205",1320,158,30,3
"0550206",1321,252,179,8
"0550301",1322,240,294,21
"0550302",1323,345,389,22
"0550303",1324,246,193,8
"0550305",1325,145,95,13
"0550306",1326,75,80,7
"0550307",1327,0,0,0
"0550400",1328,24,19,0
"0550401",1329,104,279,16
"0550402",1330,277,532,24
"0550404",1331,318,373,28
"0550405",1332,346,237,16
"0550407",1333,1,4,1
"0550408",1334,2,6,2
"0550409",1335,12,6,0
"0550410",1336,0,0,0
"0550411",1337,0,0,0
"0550412",1338,47,91,1
"0570001",1339,41,97,9
"0570002",1340,125,198,6
"0570003",1341,10,19,0
"0570004",1342,115,93,5
"0570005",1343,116,31,2
"0570006",1344,207,64,4
"0570007",1345,115,131,9
"0570008",1346,58,117,2
"0570009",1347,9,15,0
"0570010",1348,38,30,3
"0570011",1349,143,54,0
"0570012",1350,531,188,13
"0570013",1351,8,10,0
"0570014",1352,42,36,0
"0570015",1353,48,46,1
"0570016",1354,313,186,16
"0570017",1355,215,130,5
"0570018",1356,131,50,5
"0570019",1357,259,55,5
"0570020",1358,18,11,1
"0570021",1359,55,21,1
"0570022",1360,121,34,4
"0570023",1361,126,44,1
"0570024",1362,607,133,20
"0570025",1363,483,88,10
"0590001",1364,1031,158,23
"0590002",1365,893,124,15
"0590003",1366,954,134,17
"0590004",1367,781,60,12
"0590005",1368,77,6,0
"0590006",1369,354,55,5
"0590007",1370,239,37,3
"0610001",1371,358,409,25
"0610002",1372,158,102,4
"0610003",1373,287,556,25
"0610004",1374,575,777,42
"0610005",1375,39,152,11
"0610006",1376,48,312,19
"0610007",1377,27,103,7
"0610008",1378,31,128,7
"0610009",1379,117,504,46
"0610010",1380,86,394,20
"0610011",1381,129,451,37
"0610012",1382,316,607,38
"0610013",1383,56,151,7
"0610014",1384,190,552,38
"0610015",1385,228,574,41
"0610016",1386,192,234,14
"0610017",1387,312,788,35
"0610018",1388,226,548,34
"0610019",1389,196,389,31
"0610020",1390,289,247,13
"0610021",1391,238,524,31
"0610022",1392,228,550,22
"0610023",1393,45,41,1
"0610024",1394,92,281,12
"0610025",1395,81,183,8
"0610026",1396,557,554,36
"0610027",1397,230,621,32
"0610028",1398,237,313,25
"0610029",1399,634,509,43
"0610030",1400,286,206,11
"0610031",1401,52,81,5
"0610032",1402,446,551,35
"0610033",1403,64,136,10
"0610034",1404,43,52,3
"0610035",1405,304,277,19
"0610036",1406,335,454,26
"0610037",1407,71,355,15
"0610038",1408,156,201,13
"0610039",1409,104,270,12
"0610040",1410,282,541,16
"0610041",1411,343,975,36
"0610042",1412,88,259,18
"0610043",1413,123,254,8
"0610044",1414,877,689,48
"0610045",1415,125,469,21
"0610046",1416,338,936,50
"0610047",1417,74,253,8
"0610048",1418,394,833,57
"0610049",1419,103,159,12
"0610050",1420,765,961,51
"0610051",1421,117,221,3
"0610052",1422,722,427,43
"0610053",1423,163,705,44
"0610054",1424,473,1243,75
"0610055",1425,397,774,28
"0610056",1426,437,404,25
"0610057",1427,144,135,6
"0610058",1428,617,616,46
"0610059",1429,49,133,4
"0610060",1430,86,194,8
"0610061",1431,283,600,39
"0610062",1432,263,789,40
"0610063",1433,174,512,29
"0610064",1434,507,520,36
"0610065",1435,371,592,37
"0610066",1436,782,857,64
"0610067",1437,864,629,56
"0610068",1438,134,489,30
"0610069",1439,231,870,66
"0610070",1440,54,256,14
"0610071",1441,196,822,55
"0610072",1442,363,850,49
"0610073",1443,469,1088,65
"0610074",1444,325,929,66
"0610075",1445,175,745,35
"0610076",1446,167,307,21
"0610077",1447,152,663,43
"0610078",1448,559,628,49
"0610079",1449,589,658,33
"0610080",1450,1141,878,45
"0610081",1451,241,324,11
"0610082",1452,148,496,35
"0610083",1453,216,260,19
"0610084",1454,462,442,32
"0610085",1455,252,244,12
"0610086",1456,122,318,20
"0610087",1457,522,363,20
"0610088",1458,279,663,43
"0610095",1459,94,214,15
"0610096",1460,92,370,28
"0610097",1461,61,173,6
"0610098",1462,380,957,73
"0610099",1463,57,72,3
"0610100",1464,304,713,41
"0610101",1465,103,208,15
"0610102",1466,302,478,24
"0610103",1467,38,80,4
"0610104",1468,20,46,1
"0610105",1469,6,17,1
"0610106",1470,358,619,46
"0610107",1471,43,151,16
"0610108",1472,0,0,0
"0610109",1473,0,0,0
"0631001",1474,650,267,19
"0632002",1475,902,240,21
"0633003",1476,403,376,11
"0634004",1477,718,222,15
"0650101",1478,264,32,7
"0650102",1479,49,1,0
"0650103",1480,197,37,9
"0650201",1481,536,60,15
"0650301",1482,339,49,9
"0650302",1483,171,17,2
"0650401",1484,384,55,12
"0650402",1485,169,7,0
"0670001",1486,1277,361,24
"0670002",1487,174,53,3
"0670004",1488,157,71,5
"0670005",1489,374,89,8
"0670006",1490,251,31,2
"0670007",1491,774,215,12
"0670009",1492,405,153,7
"0670011",1493,246,101,3
"0670012",1494,308,125,5
"0670014",1495,926,176,15
"0670015",1496,291,39,4
"0670016",1497,236,28,6
"0670017",1498,1409,254,21
"0670018",1499,286,14,3
"0670019",1500,223,27,3
"0670021",1501,142,15,2
"067013T",1502,413,309,5
"067020E",1503,116,15,2
"0690101",1504,111,107,2
"0690105",1505,25,2,1
"0690201",1506,118,117,4
"0690206",1507,68,12,1
"0690301",1508,359,93,12
"0690307",1509,69,12,1
"0690401",1510,78,49,7
"0690408",1511,322,28,3
"0710001",1512,274,62,10
"0710002",1513,248,143,8
"0710003",1514,158,101,6
"0710004",1515,1762,249,31
"0710005",1516,1186,191,23
"0710006",1517,799,263,16
"0710007",1518,936,197,14
"0710008",1519,2161,313,40
"0710009",1520,148,29,3
"0710010",1521,2039,311,28
"0710011",1522,916,287,18
"0710012",1523,502,188,7
"0710013",1524,0,0,0
"0710014",1525,185,33,2
"0710015",1526,662,438,14
"0730012",1527,566,138,11
"0730013",1528,547,64,13
"0730014",1529,728,67,16
"0730015",1530,1143,410,25
"0730022",1531,222,80,7
"0730023",1532,513,65,17
"0730024",1533,638,230,14
"0730025",1534,408,91,7
"0730026",1535,377,164,8
"0730027",1536,481,149,13
"0730028",1537,293,34,6
"0730032",1538,388,63,6
"0730033",1539,702,190,13
"0730034",1540,692,91,10
"0730035",1541,450,130,11
"0730036",1542,795,162,22
"0730037",1543,131,76,3
"0730038",1544,112,118,6
"0730042",1545,104,363,10
"0730043",1546,285,207,9
"0730044",1547,685,84,15
"0730045",1548,266,105,7
"0730046",1549,358,66,3
"0730047",1550,169,12,4
"0730048",1551,314,37,2
"0750101",1552,338,42,5
"0750201",1553,411,43,6
"0750301",1554,317,85,6
"0750401",1555,427,64,9
"0770001",1556,388,81,7
"0770006",1557,186,50,3
"0770008",1558,366,68,10
"0770009",1559,226,39,8
"0770010",1560,148,19,2
"0770011",1561,439,38,5
"0770012",1562,159,27,6
"0770013",1563,75,16,0
"0770014",1564,91,15,0
"0770015",1565,164,33,4
"0770017",1566,491,87,9
"0770020",1567,241,19,4
"0770024",1568,161,18,3
"0770026",1569,101,13,0
"0770027",1570,213,30,4
"0770032",1571,133,9,2
"0790101",1572,126,34,4
"0790202",1573,189,44,8
"0790303",1574,36,1,0
"0790306",1575,98,36,3
"0790404",1576,63,24,1
"0810001",1577,301,27,9
"0810002",1578,337,31,3
"0810003",1579,285,40,3
"0810004",1580,217,38,3
"0830001",1581,697,70,13
"0830002",1582,510,91,10
"0830003",1583,548,77,14
"0830004",1584,739,85,16
"083002E",1585,205,26,6
"0850001",1586,860,785,53
"0850002",1587,1015,1034,53
"0850003",1588,161,667,12
"0850004",1589,674,300,28
"0850005",1590,472,237,26
"0850006",1591,414,391,22
"0850007",1592,423,381,30
"0850008",1593,983,351,31
"0850009",1594,788,567,44
"0850010",1595,328,86,9
"0850011",1596,1616,459,49
"0850012",1597,768,406,25
"0850013A",1598,1736,482,54
"0850013B",1599,0,0,0
"0850014",1600,670,909,24
"0850015",1601,408,433,22
"0850016",1602,1086,473,42
"0850017",1603,921,580,34
"0850018",1604,355,93,7
"0850019",1605,609,419,29
"0850020",1606,407,129,16
"0850021",1607,1299,1229,91
"0850022",1608,1672,393,43
"0850023",1609,284,866,24
"0850024",1610,374,745,38
"0850025",1611,1641,1562,70
"0850026",1612,458,473,24
"0850027",1613,806,655,43
"0850028",1614,738,753,50
"0850029",1615,647,277,33
"0850030",1616,1609,1135,75
"0850031",1617,818,583,48
"0850032",1618,857,689,54
"0850033",1619,1561,551,57
"0850034",1620,1073,1425,44
"0850035",1621,667,143,17
"0850036",1622,786,467,25
"0850037",1623,911,155,21
"0850038",1624,389,413,12
"0850039",1625,660,901,43
"0850040",1626,1357,728,52
"0850041",1627,1567,620,42
"0850042",1628,636,209,21
"0850043",1629,895,890,42
"0850044",1630,313,333,22
"0850045",1631,972,610,26
"0850046",1632,542,836,60
"0850047",1633,734,753,60
"0850048",1634,1037,1024,46
"0850049",1635,879,586,29
"0850050",1636,438,983,40
"0850051",1637,259,509,38
"0850052",1638,611,1369,38
"0850053",1639,816,612,50
"0850054",1640,645,968,55
"0850055",1641,790,1218,55
"0850056",1642,1029,634,40
"0850057",1643,1325,1051,72
"0850058",1644,942,1003,35
"0850059",1645,1323,885,60
"0850060",1646,1027,396,33
"0850061",1647,650,441,18
"0850062",1648,683,756,54
"0850063",1649,807,539,37
"0850064",1650,732,793,43
"0850065",1651,364,339,24
"0850066",1652,615,591,38
"0850067",1653,765,715,41
"0850068",1654,549,524,31
"0850069",1655,1257,1115,57
"0850070",1656,724,486,29
"0850071",1657,608,539,18
"0850072",1658,519,397,27
"0850073",1659,362,588,29
"0850074",1660,561,526,33
"0850075",1661,766,453,24
"0850076",1662,1145,934,58
"0850077",1663,886,1088,55
"0850078",1664,817,864,50
"0850079",1665,711,660,25
"0850080",1666,1053,948,47
"0850081",1667,754,899,42
"0850082",1668,721,679,38
"0850083",1669,1312,657,55
"0850084",1670,759,675,20
"0850085",1671,789,939,43
"0850086",1672,931,804,36
"0850087",1673,1520,1733,74
"0850088",1674,261,750,35
"0850089",1675,916,969,38
"0850090",1676,1258,755,40
"0850091",1677,697,652,39
"0850092",1678,822,812,56
"0850093",1679,130,15,2
"0850094",1680,1152,1311,48
"0850095",1681,853,902,44
"0850096",1682,255,308,20
"0850097",1683,695,237,16
"0850098",1684,418,253,12
"0850099",1685,63,74,5
"0850100",1686,7,3,0
"0850101",1687,1105,912,50
"0850102",1688,1147,515,33
"0850103",1689,258,379,18
"0850104",1690,321,810,27
"0850105",1691,391,287,17
"0850106",1692,583,509,33
"0850107",1693,1022,1014,45
"0850108",1694,787,901,42
"0850109",1695,1250,920,30
"0850110",1696,883,772,41
"0850111",1697,1656,1041,53
"0850112",1698,955,834,29
"0850113",1699,899,825,60
"0850114",1700,623,193,21
"0850115",1701,876,959,44
"0850116",1702,1625,1265,43
"0850117",1703,1162,1082,41
"0850118",1704,1540,915,50
"0850119",1705,1778,1519,64
"0850120",1706,1280,840,52
"0850121",1707,585,1043,26
"0850122",1708,2033,909,60
"0850123",1709,718,524,20
"0850124",1710,838,844,48
"0850125",1711,1259,1587,73
"0850126",1712,1387,1111,75
"0850127",1713,1041,980,52
"0850128",1714,2289,749,62
"0850129",1715,1228,975,37
"0850130",1716,1045,1103,57
"0850131",1717,1248,702,43
"0850132",1718,772,865,46
"0850133",1719,642,588,39
"0850134",1720,1448,1615,66
"0850135",1721,1050,1207,55
"0850136",1722,688,550,20
"0850137",1723,699,507,16
"0850138",1724,537,321,25
"0850139",1725,1041,1331,48
"0850140",1726,1844,858,51
"0850141",1727,987,970,55
"0850142",1728,886,901,36
"0850143",1729,750,447,17
"0850144",1730,899,702,34
"0850145",1731,426,490,28
"0850146",1732,1258,1224,77
"0850147",1733,504,473,24
"0850148",1734,0,1,1
"0850149",1735,1344,976,66
"0850150",1736,377,239,5
"0850151",1737,408,510,16
"0850152",1738,10,35,0
"0850153",1739,1564,1249,76
"0850154",1740,481,76,8
"0850155",1741,867,592,34
"0850156",1742,1115,864,40
"0850157",1743,1125,1126,50
"0850158",1744,663,807,23
"0850159",1745,891,974,45
"0850160",1746,194,20,4
"0850161",1747,119,64,4
"0850162",1748,141,22,4
"0850163",1749,1082,977,54
"0850164",1750,479,301,4
"0850165",1751,369,209,23
"0850166",1752,1194,1046,51
"0850167",1753,1190,1535,47
"0850168",1754,767,330,40
"0850169",1755,843,848,54
"0850170",1756,624,362,35
"0850171",1757,1520,1264,59
"0850172",1758,1084,582,44
"0850173",1759,287,119,13
"0850174",1760,1187,942,56
"0850175",1761,590,361,26
"0850176",1762,619,984,61
"0850177",1763,1274,1026,51
"0850178",1764,942,285,22
"0850179",1765,2374,793,54
"0850180",1766,179,102,11
"0850181",1767,533,298,15
"0850182",1768,2,2,0
"0850183",1769,45,8,4
"0850184",1770,0,0,0
"0850185",1771,20,13,0
"0850186",1772,53,7,0
"0850187",1773,239,32,5
"0850188",1774,34,5,0
"0850189",1775,348,57,12
"0850190",1776,34,7,4
"0850191",1777,157,39,4
"0850192",1778,735,203,15
"0850193",1779,370,91,14
"0850194",1780,13,3,0
"0850195",1781,411,91,22
"0850196",1782,570,389,34
"0850197",1783,281,416,17
"0850198",1784,57,15,2
"0850199",1785,641,197,19
"0850200",1786,2,1,0
"0850201",1787,2,1,0
"0850202",1788,5,3,0
"0850203",1789,1236,612,49
"0850204",1790,153,73,6
"0850205",1791,13,4,0
"0850206",1792,594,314,16
"0850207",1793,1239,825,65
"0850208",1794,572,248,16
"0850209",1795,249,201,11
"0850210",1796,409,530,27
"0850211",1797,968,829,39
"0850212",1798,951,1027,40
"0850213",1799,911,868,39
"0850214",1800,1658,442,23
"0850215",1801,659,289,25
"0850216",1802,1867,768,60
"0850217",1803,658,361,27
"0850218",1804,1031,950,33
"0850219",1805,862,633,32
"0850220",1806,646,758,28
"0850221",1807,1750,870,56
"0850222",1808,838,862,34
"0850223",1809,686,444,18
"0850224",1810,832,284,19
"0850225",1811,922,1068,39
"0850226",1812,1182,1137,59
"0850227",1813,1205,1134,56
"0850228",1814,817,583,46
"0850229",1815,307,218,17
"0850230",1816,1436,1526,66
"0850231",1817,562,559,25
"0850232",1818,911,562,29
"0850233",1819,480,242,23
"0850234",1820,188,215,4
"0850235",1821,531,567,19
"0850236",1822,909,513,25
"0850237",1823,387,423,13
"0850238",1824,788,684,30
"0850239",1825,1650,564,37
"0870101",1826,254,39,11
"0870201",1827,124,19,1
"0870202",1828,24,2,1
"0870301",1829,152,23,3
"0870302",1830,28,2,1
"0870401",1831,132,26,5
"0870402",1832,52,9,1
"0890101",1833,832,319,20
"0890102",1834,128,31,5
"0890103",1835,317,52,3
"0890201",1836,1295,367,25
"0890202",1837,266,49,8
"0890302",1838,593,108,8
