CNTYVTD,VTDKEY,DevineR_18G_Sup Ct 4,SandillD_18G_Sup Ct 4
"2490003",5783,480,147
"2490004",5784,205,287
"2490005",5785,30,82
"2490006",5786,125,262
"2490007",5787,654,503
"2490008",5788,964,313
"2490009",5789,73,148
"2490010",5790,166,587
"2490011",5791,100,189
"2490012",5792,283,467
"2490013",5793,32,134
"2490014",5794,62,43
"2490015",5795,253,341
"2490016",5796,62,236
"2490017",5797,248,412
"2490018",5798,65,87
"2490019",5799,121,30
"2490020",5800,47,224
"2490022",5801,158,407
"2510001",5802,421,81
"2510002",5803,2051,515
"2510003",5804,1766,569
"2510004",5805,2574,902
"2510005",5806,1846,487
"2510006",5807,261,48
"2510007",5808,2956,790
"2510008",5809,2104,1115
"2510009",5810,540,83
"2510010",5811,1302,408
"2510011",5812,1839,393
"2510012",5813,1340,285
"2510013",5814,878,219
"2510014",5815,230,32
"2510015",5816,754,154
"2510016",5817,272,69
"2510017",5818,1076,419
"2510018",5819,1485,493
"2510019",5820,2662,721
"2510020",5821,272,217
"2510021",5822,744,147
"2510022",5823,1417,594
"2510023",5824,996,195
"2510024",5825,586,137
"2510025",5826,528,176
"2510026",5827,683,120
"2510027",5828,1097,190
"2510028",5829,875,193
"2510029",5830,468,104
"2510030",5831,537,88
"2510031",5832,595,115
"2510032",5833,1339,333
"2510033",5834,530,103
"2510034",5835,840,297
"2510035",5836,1877,411
"2510036",5837,253,180
"2530101",5838,523,109
"2530102",5839,45,31
"2530103",5840,164,59
"2530201",5841,628,193
"2530202",5842,101,31
"2530203",5843,140,17
"2530301",5844,131,13
"2530302",5845,498,65
"2530303",5846,600,76
"2530401",5847,692,88
"2530402",5848,536,141
"2550001",5849,428,336
"2550002",5850,91,13
"2550003",5851,97,6
"2550004",5852,344,179
"2550005",5853,233,115
"2550006",5854,169,12
"2550007",5855,331,41
"2550008",5856,89,36
"2550009",5857,115,16
"2550010",5858,157,12
"2550011",5859,237,87
"2550012",5860,256,108
"2550013",5861,30,1
"2550014",5862,152,215
"2550015",5863,27,17
"2570001",5864,860,460
"2570002",5865,523,144
"2570003",5866,1780,763
"2570004",5867,1846,633
"2570005",5868,287,690
"2570006",5869,925,201
"2570007",5870,1704,1215
"2570008",5871,566,366
"2570009",5872,729,198
"2570010",5873,1129,197
"2570011",5874,816,306
"2570012",5875,790,145
"2570013",5876,966,709
"2570014",5877,1184,730
"2570015",5878,1146,221
"2570016",5879,1265,216
"2570017",5880,931,148
"2570018",5881,973,225
"2570019",5882,991,353
"2570020",5883,582,172
"2570021",5884,965,184
"2570022",5885,569,94
"2570023",5886,457,134
"2570024",5887,555,201
"2570025",5888,289,166
"2570026",5889,139,467
"2570027",5890,1472,636
"2570028",5891,629,154
"2570029",5892,826,946
"2570030",5893,734,179
"2591010",5894,1202,404
"2591110",5895,2253,506
"2592020",5896,1179,184
"2592080",5897,1922,427
"2592120",5898,2342,570
"2593030",5899,1425,243
"2593040",5900,1810,485
"2593060",5901,361,64
"2594050",5902,1254,382
"2594070",5903,194,38
"2594100",5904,1740,433
"2610001",5905,23,13
"2610002",5906,18,22
"2610003",5907,5,10
"2610004",5908,22,7
"2610005",5909,4,3
"2610006",5910,6,8
"2630101",5911,88,13
"2630201",5912,18,2
"2630202",5913,41,3
"2630301",5914,50,10
"2630302",5915,21,1
"2630401",5916,57,8
"2650101",5917,1446,344
"2650107",5918,500,95
"2650109",5919,736,167
"2650113",5920,815,260
"2650118",5921,182,54
"2650119",5922,933,370
"2650202",5923,1144,216
"2650211",5924,470,163
"2650215",5925,1499,331
"2650220",5926,1522,300
"2650303",5927,551,114
"2650308",5928,253,84
"2650312",5929,1523,619
"2650314",5930,586,406
"2650404",5931,558,70
"2650405",5932,910,255
"2650406",5933,1549,350
"2650410",5934,168,13
"2650416",5935,875,193
"2650417",5936,848,237
"2670001",5937,369,44
"2670002",5938,161,27
"2670003",5939,140,18
"2670004",5940,181,24
"2670006",5941,174,17
"2670007",5942,212,17
"2670009",5943,255,40
"2690001",5944,29,2
"2690002",5945,19,0
"2690003",5946,33,1
"2690004",5947,33,3
"2710001",5948,256,59
"2710002",5949,142,106
"2710003",5950,102,97
"2710004",5951,292,61
"2730011",5952,518,372
"2730012",5953,405,239
"2730013",5954,284,392
"2730014",5955,85,118
"2730021",5956,36,92
"2730022",5957,213,245
"2730023",5958,202,324
"2730024",5959,269,282
"2730031",5960,405,271
"2730032",5961,246,247
"2730033",5962,254,139
"2730034",5963,205,113
"2730035",5964,320,212
"2730041",5965,46,141
"2730042",5966,79,228
"2730043",5967,281,373
"2730044",5968,87,134
"2730045",5969,70,241
"2750101",5970,256,54
"2750201",5971,91,18
"2750202",5972,118,28
"2750301",5973,150,45
"2750302",5974,35,4
"2750401",5975,184,72
"277001B",5976,134,9
"277001C",5977,142,21
"277001D",5978,269,42
"277001E",5979,360,72
"277001F",5980,431,48
"277001G",5981,223,43
"277001H",5982,288,31
"277001I",5983,50,9
"277002D",5984,270,72
"277002E",5985,267,56
"277002F",5986,96,17
"277002G",5987,288,77
"277003D",5988,399,46
"277003E",5989,650,68
"277003F",5990,271,32
"277003G",5991,283,36
"277003I",5992,652,90
"277004B",5993,806,136
"277004C",5994,147,29
"277004D",5995,777,56
"277004E",5996,338,48
"277004F",5997,805,145
"277004G",5998,983,145
"2771A3B",5999,260,136
"2771A5A",6000,370,261
"2771E7C",6001,458,127
"2772A1A",6002,136,319
"2772B2A",6003,164,309
"2772C3A",6004,367,262
"2773C7G",6005,1032,441
"2773H3C",6006,253,94
"2774A6E",6007,589,213
"2790001",6008,331,79
"2790002",6009,99,82
"2790003",6010,260,48
"2790004",6011,36,0
"2790005",6012,156,36
"2790006",6013,123,33
"2790007",6014,44,3
"2790008",6015,790,162
"2790009",6016,315,128
"2790010",6017,166,29
"2790011",6018,305,45
"2790012",6019,94,9
"2810001",6020,744,275
"2810002",6021,1553,313
"2810003",6022,638,216
"2810004",6023,547,119
"2810005",6024,307,35
"2810006",6025,278,36
"2810007",6026,352,68
"2810008",6027,758,202
"2810009",6028,779,193
"2830001",6029,226,200
"2830002",6030,52,117
"2830003A",6031,94,184
"2830003B",6032,0,0
"2830004",6033,46,7
"2830005",6034,115,164
"2830006",6035,79,84
"283003A",6036,8,1
"2850001",6037,521,61
"2850002",6038,721,139
"2850007",6039,143,35
"2850008",6040,411,55
"2850009",6041,660,96
"2850011",6042,174,21
"2850012",6043,185,23
"2850015",6044,92,19
"2850016",6045,268,29
"2850017",6046,190,16
"2850019",6047,220,23
"2850020",6048,52,9
"2850023",6049,661,83
"2850026",6050,90,30
"2850027",6051,113,11
"2850029",6052,567,94
"2850030",6053,769,127
"2850031",6054,609,76
"2850032",6055,148,16
"2870101",6056,602,239
"2870102",6057,69,60
"2870103",6058,118,12
"2870201",6059,347,24
"2870202",6060,777,145
"2870203",6061,192,29
"2870301",6062,62,9
"2870302",6063,629,160
"2870303",6064,530,179
"2870304",6065,102,33
"2870401",6066,286,103
"2870402",6067,45,33
"2870403",6068,134,35
"2870404",6069,292,122
"2870405",6070,256,55
"2890001",6071,717,120
"2890002",6072,199,24
"2890003",6073,315,44
"2890004",6074,444,69
"2890005",6075,301,46
"2890006",6076,703,66
"2890007",6077,323,28
"2890008",6078,480,83
"2890009",6079,169,20
"2890010",6080,529,43
"2890011",6081,404,75
"2890012",6082,346,112
"2890013",6083,416,30
"2890014",6084,110,19
"289001A",6085,116,11
"289005A",6086,30,2
"289014A",6087,104,18
"2910001",6088,277,42
"2910002",6089,455,61
"2910003",6090,1030,104
"2910004",6091,240,49
"2910005",6092,894,193
"2910006",6093,428,46
"2910007",6094,543,250
"2910008",6095,919,115
"2910009",6096,1103,126
"2910010",6097,1134,321
"2910011",6098,212,183
"2910012",6099,471,158
"2910013",6100,240,23
"2910014",6101,207,41
"2910015",6102,173,52
"2910016",6103,189,22
"2910017",6104,240,27
"2910018",6105,141,392
"2910019",6106,605,241
"2910020",6107,23,343
"2910021",6108,1486,195
"2910022",6109,1187,381
"2910023",6110,602,228
"2910024",6111,315,52
"2910025",6112,427,47
"2910026",6113,817,194
"2910027",6114,144,19
"2910028",6115,315,26
"2910029",6116,527,75
"2910030",6117,570,237
"2930101",6118,644,225
"2930102",6119,336,28
"2930103",6120,344,73
"2930104",6121,370,64
"2930201",6122,187,97
"2930202",6123,58,159
"2930203",6124,35,67
"2930204",6125,227,56
"2930205",6126,154,82
"2930206",6127,195,30
"2930301",6128,549,173
"2930302",6129,222,70
"2930303",6130,79,13
"2930304",6131,310,55
"2930305",6132,145,31
"2930401",6133,420,299
"2930402",6134,220,25
"2930403",6135,164,29
"2930404",6136,229,23
"2930405",6137,183,19
"2930406",6138,109,16
"2950106",6139,130,15
"2950202",6140,79,7
"2950207A",6141,178,16
"2950207B",6142,1,0
"2950303",6143,228,25
"2950308",6144,79,12
"2950404",6145,183,35
"2950409",6146,51,10
"2970001",6147,207,29
"2970002",6148,386,81
"2970003",6149,216,139
"2970004",6150,397,69
"2970005",6151,172,17
"2970006",6152,118,11
"2970007",6153,16,4
"2970008",6154,71,6
"2970009",6155,318,98
"2970010",6156,207,23
"2970011",6157,43,0
"2970012",6158,83,8
"2970013",6159,276,31
"2970014",6160,486,74
"2990101",6161,168,44
"2990102",6162,317,72
"2990108",6163,481,155
"2990109",6164,1949,403
"2990203",6165,1087,230
"2990204",6166,436,124
"2990205",6167,332,95
"2990307",6168,1379,399
"2990410",6169,1878,407
"3010001",6170,13,3
"3010002",6171,7,2
"3010003",6172,18,1
"3010004",6173,5,3
"3030001",6174,526,787
"3030002A",6175,436,411
"3030002B",6176,0,0
"3030003",6177,274,778
"3030004",6178,79,263
"3030005",6179,105,230
"3030006A",6180,38,476
"3030006B",6181,0,0
"3030007",6182,961,319
"3030008",6183,346,809
"3030009",6184,978,479
"3030010",6185,150,286
"3030012",6186,848,312
"3030013",6187,630,345
"3030014",6188,313,265
"3030015",6189,498,548
"3030016",6190,274,311
"3030017",6191,137,236
"3030018",6192,239,341
"3030019",6193,206,445
"3030020",6194,27,432
"3030021",6195,516,385
"3030022",6196,650,344
"3030023",6197,464,309
"3030024",6198,395,410
"3030025",6199,270,368
"3030026",6200,339,493
"3030027",6201,776,583
"3030028",6202,922,490
"3030029",6203,417,356
"3030030",6204,912,478
"3030031A",6205,713,158
"3030031B",6206,0,0
"3030033",6207,1598,276
"3030034",6208,220,56
"3030035",6209,310,67
"3030036",6210,745,253
"3030038",6211,300,268
"3030039",6212,974,179
"3030040",6213,37,278
"3030041",6214,1050,237
"3030043",6215,254,31
"3030044",6216,543,151
"3030045",6217,170,52
"3030046",6218,1499,208
"3030047",6219,904,442
"3030049",6220,282,380
"3030050",6221,295,433
"3030051",6222,37,18
"3030052",6223,1431,521
"3030053",6224,775,500
"3030054",6225,1706,390
"3030056",6226,147,56
"3030057A",6227,848,400
"3030057B",6228,2,0
"3030058",6229,592,213
"3030059",6230,756,488
"3030060",6231,603,174
"3030062",6232,992,352
"3030063",6233,36,17
"3030065",6234,303,107
"3030066",6235,1353,306
"3030067",6236,700,385
"3030072",6237,936,503
"3030075",6238,591,144
"3030076",6239,690,291
"3030078",6240,1442,356
"3030092A",6241,129,42
"3030092B",6242,5,1
"3030096",6243,28,24
"3030102",6244,287,26
"3030104",6245,519,109
"3030109",6246,1654,361
"3030110",6247,1757,409
"3030111",6248,729,155
"3030112",6249,150,13
"3030113A",6250,591,518
"3030113B",6251,0,0
"3030114",6252,126,194
"3030118",6253,595,292
"3030119",6254,761,579
"3030120",6255,1393,250
"3030121",6256,1283,222
"3030122",6257,490,192
"3030123",6258,843,288
"3030124",6259,961,258
"3030125",6260,1054,297
"3030126",6261,624,249
"3030127",6262,1132,393
"3030128",6263,1006,224
"3030129",6264,1389,469
"3030135",6265,154,30
"3030138",6266,109,18
"3030140",6267,1753,429
"3030141",6268,945,444
"3030142",6269,34,24
"3030151",6270,460,105
"3030152",6271,419,381
"3030153",6272,78,408
"3030154",6273,1360,392
"3030155",6274,1296,159
"3030159",6275,8,1
"3030178",6276,168,18
"3050001A",6277,96,31
"3050001B",6278,10,1
"3050002",6279,131,41
"3050003",6280,187,57
"3050004",6281,310,34
"3050005",6282,22,2
"3050006",6283,139,43
"3050007",6284,28,1
"3050008",6285,13,2
"3050009",6286,190,24
"3050010",6287,2,0
"3050011",6288,48,2
"3050012",6289,48,20
"3050013",6290,69,13
"3050014",6291,50,44
"3070101",6292,651,94
"3070102",6293,76,13
"3070201",6294,231,95
"3070202",6295,89,15
"3070301",6296,499,78
"3070302",6297,141,8
"3070401",6298,276,51
"3070402",6299,191,20
"3070403",6300,90,11
"3090001",6301,61,100
"3090002",6302,55,123
"3090003",6303,442,779
"3090004",6304,33,49
"3090005",6305,64,213
"3090006",6306,66,203
"3090007",6307,220,410
"3090008",6308,210,356
"3090009",6309,104,268
"3090010",6310,104,690
"3090011",6311,948,423
"3090012",6312,71,1238
"3090013",6313,30,28
"3090014",6314,47,521
"3090015",6315,92,38
"3090016",6316,232,90
"3090017",6317,256,246
"3090018",6318,105,149
"3090019",6319,1268,546
"3090020",6320,39,140
"3090021",6321,63,177
"3090022",6322,66,116
"3090023",6323,1677,538
"3090024",6324,308,131
"3090025",6325,227,442
"3090026",6326,105,194
"3090027",6327,75,275
"3090028",6328,356,283
"3090029",6329,177,223
"3090030",6330,542,497
"3090031",6331,659,536
"3090032",6332,414,162
"3090033",6333,640,334
"3090034",6334,557,307
"3090035",6335,139,267
"3090036",6336,454,234
"3090037",6337,218,280
"3090038",6338,126,175
"3090039",6339,83,237
"3090040",6340,679,492
"3090041",6341,520,361
"3090042",6342,164,324
"3090043",6343,100,99
"3090044",6344,1945,713
"3090045",6345,101,143
"3090046",6346,36,74
"3090047",6347,105,139
"3090048",6348,63,116
"3090049",6349,105,110
"3090050",6350,251,376
"3090051",6351,1667,860
"3090052",6352,429,210
"3090053A",6353,80,84
"3090053B",6354,0,0
"3090054",6355,238,105
"3090055",6356,580,110
"3090056",6357,125,236
"3090057",6358,289,281
"3090058",6359,772,582
"3090059",6360,1647,493
"3090060",6361,1809,869
"3090061",6362,1375,589
"3090062",6363,1890,1009
"3090063",6364,2055,585
"3090064",6365,374,139
"3090065",6366,488,110
"3090066",6367,627,118
"3090067",6368,1250,290
"3090068",6369,528,116
"3090069",6370,815,123
"3090070",6371,196,24
"3090071",6372,287,99
"3090072",6373,420,129
"3090073",6374,490,83
"3090074",6375,371,67
"3090075",6376,1573,355
"3090076",6377,967,230
"3090077",6378,725,137
"3090078",6379,1527,471
"3090079",6380,468,226
"3090080",6381,1245,136
"3090081",6382,2001,347
"3090082",6383,1372,295
"3090083",6384,271,64
"3090084",6385,932,312
"3090085",6386,173,218
"3090086",6387,331,580
"3090087",6388,270,362
"3090088",6389,101,88
"3090089",6390,7,18
"3090090",6391,131,98
"3090091",6392,937,306
"3110001",6393,75,7
"3110003",6394,101,12
"311002A",6395,49,4
"311002B",6396,54,2
"311004A",6397,41,2
"311004B",6398,54,7
"3130101",6399,684,178
"3130202",6400,788,206
"3130303",6401,528,269
"3130404",6402,1003,114
"3150001",6403,188,94
"3150002",6404,482,104
"3150003",6405,227,61
"3150004",6406,177,76
"3150005",6407,303,76
"3150006",6408,275,143
"3150007",6409,165,213
"3150008",6410,389,112
"3150009",6411,174,50
"3150010",6412,102,73
"3170001A",6413,277,62
"3170001B",6414,0,0
"3170002",6415,214,69
"3170003A",6416,305,33
"3170003B",6417,0,0
"3170004",6418,265,49
"317003A",6419,124,11
"317004A",6420,104,4
"3190101",6421,373,93
"3190210",6422,286,79
"3190302",6423,468,99
"3190405",6424,422,86
"3210002",6425,340,76
"3210004",6426,603,107
"3210005",6427,779,269
"3210006",6428,629,170
"3210007",6429,105,15
"3210008",6430,332,91
"3210009",6431,57,46
"3210010",6432,178,32
"3210012",6433,109,32
"3210013",6434,143,99
"321001A",6435,1103,280
"321001B",6436,1123,406
"321001C",6437,128,322
"321001D",6438,266,212
"321001E",6439,347,299
"321001F",6440,199,123
"321003A",6441,532,312
"321003B",6442,319,77
"323001A",6443,55,205
"323001B",6444,316,678
"323001C",6445,396,1086
"323002A",6446,39,220
"323002BA",6447,25,75
"323002BB",6448,48,146
"323002BC",6449,192,593
"323002C",6450,130,440
"323002D",6451,21,25
"323003A",6452,409,859
"323003B",6453,431,948
"323003C",6454,120,108
"323004A",6455,99,262
"323004B",6456,405,763
"323004C",6457,115,296
"323004D",6458,144,493
"325001A",6459,762,128
"325001B",6460,830,142
"325001C",6461,1149,430
"325001D",6462,1075,302
"325002A",6463,747,380
"325002B",6464,1445,361
"325002C",6465,1555,513
"325003A",6466,443,140
"325003B",6467,252,52
"325003C",6468,800,353
"325003D",6469,300,591
"325004A",6470,683,176
"325004B",6471,1240,456
"325004C",6472,386,318
"3270001",6473,109,43
"3270002",6474,143,32
"3270003",6475,170,34
"3270004",6476,112,21
"3270005",6477,39,3
"3270006",6478,56,9
"3290101A",6479,311,38
"3290101B",6480,0,0
"3290102",6481,1255,420
"3290103",6482,1010,280
"3290104",6483,186,118
"3290105",6484,476,220
"3290106A",6485,0,0
"3290106B",6486,1074,433
"3290107",6487,1265,280
"3290108A",6488,36,9
"3290108B",6489,0,0
"3290108C",6490,0,0
"3290109A",6491,164,121
"3290109B",6492,0,0
"3290110",6493,1652,216
"3290201",6494,1016,182
"3290202",6495,2511,259
"3290203",6496,312,63
"3290204",6497,1480,219
"3290205",6498,597,100
"3290206",6499,990,153
"3290207",6500,1352,257
"3290208",6501,275,126
"3290210",6502,656,170
"3290211",6503,1091,277
"3290212",6504,648,216
"3290302",6505,944,260
"3290303",6506,53,44
"3290304",6507,163,222
"3290305",6508,111,270
"3290306",6509,215,435
"3290307",6510,426,173
"3290308",6511,562,953
"3290309",6512,77,35
"3290310",6513,117,67
"3290401A",6514,453,61
"3290401B",6515,0,0
"3290402",6516,164,31
"3290403",6517,1698,281
"3290404",6518,1288,266
"3290405",6519,1189,263
"3290406",6520,874,167
"3290407",6521,1190,302
"3290408",6522,1135,137
"3290409",6523,832,178
"3290410",6524,706,76
"3290411",6525,2219,208
"329108A",6526,167,33
"329109AA",6527,0,0
"329109AB",6528,0,0
"329307A",6529,77,44
"329309A",6530,12,1
"329402A",6531,397,73
"3310101",6532,1017,263
"3310105",6533,488,116
"3310203",6534,194,39
"3310207",6535,169,97
"3310210",6536,263,65
"3310212",6537,581,285
"3310316",6538,314,84
"3310317",6539,543,97
"3310318",6540,872,351
"3310419",6541,604,281
"3310420",6542,839,273
"3330001",6543,470,64
"3330002",6544,240,27
"3330004",6545,177,17
"3330006",6546,142,18
"3330008",6547,308,44
"3330009",6548,302,46
"3330011",6549,102,7
"3350001",6550,426,76
"3350002",6551,123,5
"3350003",6552,378,89
"3350004",6553,254,52
"3350025",6554,168,53
"3350046",6555,194,30
"3370002",6556,1177,162
"3370003",6557,665,67
"3370004",6558,241,24
"3370005",6559,425,55
"3370006",6560,451,58
"3370007",6561,547,73
"3370008",6562,380,57
"3370009",6563,567,91
"3370010",6564,441,80
"3370011",6565,432,77
"3370012",6566,62,8
"3370013",6567,515,66
"3370014",6568,102,16
"3370015",6569,236,24
"3370016",6570,136,19
"3390001",6571,1056,523
"3390002",6572,843,288
"3390003",6573,1952,1034
"3390004",6574,656,463
"3390005",6575,174,21
"3390006",6576,1475,701
"3390007",6577,812,175
"3390008",6578,1428,193
"3390009",6579,887,166
"3390010",6580,254,689
"3390011",6581,773,200
"3390012",6582,641,210
"3390013",6583,2416,415
"3390014",6584,1431,604
"3390015",6585,2257,537
"3390016",6586,1414,245
"3390017",6587,1485,290
"3390018",6588,1972,435
"3390019",6589,1643,325
"3390020",6590,641,357
"3390021",6591,1312,526
"3390022",6592,2174,473
"3390023",6593,1212,465
"3390024",6594,713,256
"3390025",6595,1246,227
"3390026",6596,672,204
"3390027",6597,1585,607
"3390028",6598,1525,251
"3390029",6599,2339,416
"3390030",6600,1442,238
"3390031",6601,2024,826
"3390032",6602,909,672
"3390033",6603,1301,601
"3390034",6604,2006,727
"3390035",6605,1994,758
"3390036",6606,1109,293
"3390037",6607,917,319
"3390038",6608,2946,487
"3390039",6609,2308,346
"3390040",6610,2428,647
"3390041",6611,1492,212
"3390042",6612,322,42
"3390043",6613,2453,537
"3390044",6614,810,392
"3390045",6615,1258,470
"3390046",6616,1446,712
"3390047",6617,1220,843
"3390048",6618,1089,475
"3390049",6619,958,501
"3390050",6620,2018,346
"3390051",6621,589,399
"3390052",6622,1111,303
"3390053",6623,1664,401
"3390054",6624,500,161
"3390055",6625,417,114
"3390056",6626,1234,558
"3390057",6627,1296,260
"3390058",6628,1234,419
"3390059",6629,819,285
"3390060",6630,498,307
"3390061",6631,1893,1096
"3390062",6632,1175,603
"3390063",6633,2608,497
"3390064",6634,691,200
"3390065",6635,2393,419
"3390066",6636,1737,294
"3390067",6637,1022,593
"3390068",6638,1899,712
"3390069",6639,1741,910
"3390070",6640,1217,574
"3390071",6641,1904,856
"3390072",6642,2525,358
"3390073",6643,638,292
"3390074",6644,645,192
"3390075",6645,1727,851
"3390076",6646,2292,446
"3390077",6647,2342,422
"3390078",6648,2151,942
"3390079",6649,791,430
"3390080",6650,2087,816
"3390081",6651,1695,755
"3390082",6652,2266,790
"3390083",6653,612,110
